date,close price,BLK_SHE,BLK_TA,BLK_TL,market cap,PB Ratio
2003-03-21,44.85,,,,,
2003-03-24,43.69,,,,,
2003-03-25,44.68,,,,,
2003-03-26,45.08,,,,,
2003-03-27,43.57,,,,,
2003-03-28,43.98,,,,,
2003-03-31,43.54,,,,,
2003-04-01,43.5,,,,,
2003-04-02,44.8,,,,,
2003-04-03,44.9,,,,,
2003-04-04,45.67,,,,,
2003-04-07,45.45,,,,,
2003-04-08,45.16,,,,,
2003-04-09,45.6,,,,,
2003-04-10,45.65,,,,,
2003-04-11,45.58,,,,,
2003-04-14,45.52,,,,,
2003-04-15,45.35,,,,,
2003-04-16,46.6,,,,,
2003-04-17,47.29,,,,,
2003-04-21,46.0,,,,,
2003-04-22,44.8,,,,,
2003-04-23,44.65,,,,,
2003-04-24,44.95,,,,,
2003-04-25,45.15,,,,,
2003-04-28,45.5,,,,,
2003-04-29,44.7,,,,,
2003-04-30,45.48,,,,,
2003-05-01,45.2,,,,,
2003-05-02,45.25,,,,,
2003-05-05,44.91,,,,,
2003-05-06,44.7,,,,,
2003-05-07,45.0,,,,,
2003-05-08,45.05,,,,,
2003-05-09,44.76,,,,,
2003-05-12,45.26,,,,,
2003-05-13,44.94,,,,,
2003-05-14,44.6,,,,,
2003-05-15,45.46,,,,,
2003-05-16,46.25,,,,,
2003-05-19,45.35,,,,,
2003-05-20,45.26,,,,,
2003-05-21,44.94,,,,,
2003-05-22,45.46,,,,,
2003-05-23,45.4,,,,,
2003-05-27,45.47,,,,,
2003-05-28,45.4,,,,,
2003-05-29,45.27,,,,,
2003-05-30,45.39,,,,,
2003-06-02,46.5,,,,,
2003-06-03,47.91,,,,,
2003-06-04,47.5,,,,,
2003-06-05,47.75,,,,,
2003-06-06,47.64,,,,,
2003-06-09,47.0,,,,,
2003-06-10,47.67,,,,,
2003-06-11,47.32,,,,,
2003-06-12,45.87,,,,,
2003-06-13,45.63,,,,,
2003-06-16,46.0,,,,,
2003-06-17,45.86,,,,,
2003-06-18,45.55,,,,,
2003-06-19,46.0,,,,,
2003-06-20,46.02,,,,,
2003-06-23,45.69,,,,,
2003-06-24,44.7,,,,,
2003-06-25,45.13,,,,,
2003-06-26,45.43,,,,,
2003-06-27,45.25,,,,,
2003-06-30,45.04,,,,,
2003-07-01,46.2,,,,,
2003-07-02,46.27,,,,,
2003-07-03,45.64,,,,,
2003-07-07,45.0,,,,,
2003-07-08,45.0,,,,,
2003-07-09,46.0,,,,,
2003-07-10,46.27,,,,,
2003-07-11,46.35,,,,,
2003-07-14,46.79,,,,,
2003-07-15,45.41,,,,,
2003-07-16,45.5,,,,,
2003-07-17,45.64,,,,,
2003-07-18,46.0,,,,,
2003-07-21,45.47,,,,,
2003-07-22,45.08,,,,,
2003-07-23,45.19,,,,,
2003-07-24,45.94,,,,,
2003-07-25,45.15,,,,,
2003-07-28,43.77,,,,,
2003-07-29,44.56,,,,,
2003-07-30,45.34,,,,,
2003-07-31,45.17,,,,,
2003-08-01,45.18,,,,,
2003-08-04,44.39,,,,,
2003-08-05,44.29,,,,,
2003-08-06,44.4,,,,,
2003-08-07,44.47,,,,,
2003-08-08,45.3,,,,,
2003-08-11,45.35,,,,,
2003-08-12,45.3,,,,,
2003-08-13,45.93,,,,,
2003-08-14,46.13,,,,,
2003-08-15,45.91,,,,,
2003-08-18,46.06,,,,,
2003-08-19,46.51,,,,,
2003-08-20,47.08,,,,,
2003-08-21,46.36,,,,,
2003-08-22,46.2,,,,,
2003-08-25,45.41,,,,,
2003-08-26,45.21,,,,,
2003-08-27,45.1,,,,,
2003-08-28,45.36,,,,,
2003-08-29,45.47,,,,,
2003-09-02,46.49,,,,,
2003-09-03,46.3,,,,,
2003-09-04,46.0,,,,,
2003-09-05,46.11,,,,,
2003-09-08,47.26,,,,,
2003-09-09,47.2,,,,,
2003-09-10,47.19,,,,,
2003-09-11,47.08,,,,,
2003-09-12,48.19,,,,,
2003-09-15,48.4,,,,,
2003-09-16,48.3,,,,,
2003-09-17,48.69,,,,,
2003-09-18,50.16,,,,,
2003-09-19,51.38,,,,,
2003-09-22,51.3,,,,,
2003-09-23,51.55,,,,,
2003-09-24,50.8,,,,,
2003-09-25,50.0,,,,,
2003-09-26,48.9,,,,,
2003-09-29,49.11,,,,,
2003-09-30,49.0,,,,,
2003-10-01,50.31,,,,,
2003-10-02,50.55,,,,,
2003-10-03,50.62,,,,,
2003-10-06,50.7,,,,,
2003-10-07,50.85,,,,,
2003-10-08,51.32,,,,,
2003-10-09,51.12,,,,,
2003-10-10,51.37,,,,,
2003-10-13,52.6,,,,,
2003-10-14,51.85,,,,,
2003-10-15,52.0,,,,,
2003-10-16,52.7,,,,,
2003-10-17,52.03,,,,,
2003-10-20,50.73,,,,,
2003-10-21,50.3,,,,,
2003-10-22,50.22,,,,,
2003-10-23,50.47,,,,,
2003-10-24,50.16,,,,,
2003-10-27,50.18,,,,,
2003-10-28,50.15,,,,,
2003-10-29,50.2,,,,,
2003-10-30,50.57,,,,,
2003-10-31,51.35,,,,,
2003-11-03,50.62,,,,,
2003-11-04,49.99,,,,,
2003-11-05,49.93,,,,,
2003-11-06,49.8,,,,,
2003-11-07,49.67,,,,,
2003-11-10,50.69,,,,,
2003-11-11,50.21,,,,,
2003-11-12,50.8,,,,,
2003-11-13,51.21,,,,,
2003-11-14,49.75,,,,,
2003-11-17,49.78,,,,,
2003-11-18,50.18,,,,,
2003-11-19,49.99,,,,,
2003-11-20,49.99,,,,,
2003-11-21,49.88,,,,,
2003-11-24,50.38,,,,,
2003-11-25,50.4,,,,,
2003-11-26,50.75,,,,,
2003-11-28,50.95,,,,,
2003-12-01,51.55,,,,,
2003-12-02,51.75,,,,,
2003-12-03,52.1,,,,,
2003-12-04,52.8,,,,,
2003-12-05,51.16,,,,,
2003-12-08,52.05,,,,,
2003-12-09,51.48,,,,,
2003-12-10,50.19,,,,,
2003-12-11,51.0,,,,,
2003-12-12,51.79,,,,,
2003-12-15,51.96,,,,,
2003-12-16,51.5,,,,,
2003-12-17,52.17,,,,,
2003-12-18,52.34,,,,,
2003-12-19,52.27,,,,,
2003-12-22,51.84,,,,,
2003-12-23,51.96,,,,,
2003-12-24,51.87,,,,,
2003-12-26,52.18,,,,,
2003-12-29,53.23,,,,,
2003-12-30,53.53,,,,,
2003-12-31,53.11,,,,,
2004-01-02,53.99,,,,,
2004-01-05,56.85,,,,,
2004-01-06,57.25,,,,,
2004-01-07,58.0,,,,,
2004-01-08,57.97,,,,,
2004-01-09,57.6,,,,,
2004-01-12,58.7,,,,,
2004-01-13,58.9,,,,,
2004-01-14,56.48,,,,,
2004-01-15,56.13,,,,,
2004-01-16,56.17,,,,,
2004-01-20,56.25,,,,,
2004-01-21,56.89,,,,,
2004-01-22,57.61,,,,,
2004-01-23,59.25,,,,,
2004-01-26,58.51,,,,,
2004-01-27,59.72,,,,,
2004-01-28,57.61,,,,,
2004-01-29,57.39,,,,,
2004-01-30,58.02,,,,,
2004-02-02,60.02,,,,,
2004-02-03,60.3,,,,,
2004-02-04,58.4,,,,,
2004-02-05,58.15,,,,,
2004-02-06,60.02,,,,,
2004-02-09,59.22,,,,,
2004-02-10,59.85,,,,,
2004-02-11,60.0,,,,,
2004-02-12,59.55,,,,,
2004-02-13,58.74,,,,,
2004-02-17,59.89,,,,,
2004-02-18,60.14,,,,,
2004-02-19,60.22,,,,,
2004-02-20,59.26,,,,,
2004-02-23,58.84,,,,,
2004-02-24,58.27,,,,,
2004-02-25,58.3,,,,,
2004-02-26,59.6,,,,,
2004-02-27,59.5,,,,,
2004-03-01,60.32,,,,,
2004-03-02,61.09,,,,,
2004-03-03,61.27,,,,,
2004-03-04,61.25,,,,,
2004-03-05,61.5,,,,,
2004-03-08,62.01,,,,,
2004-03-09,61.06,,,,,
2004-03-10,61.05,,,,,
2004-03-11,59.27,,,,,
2004-03-12,60.26,,,,,
2004-03-15,59.5,,,,,
2004-03-16,60.0,,,,,
2004-03-17,60.71,,,,,
2004-03-18,60.71,,,,,
2004-03-19,60.9,,,,,
2004-03-22,60.0,,,,,
2004-03-23,59.91,,,,,
2004-03-24,59.55,,,,,
2004-03-25,59.6,,,,,
2004-03-26,60.0,,,,,
2004-03-29,60.86,,,,,
2004-03-30,60.41,,,,,
2004-03-31,61.17,,,,,
2004-04-01,66.0,,,,,
2004-04-02,65.0,,,,,
2004-04-05,64.1,,,,,
2004-04-06,64.39,,,,,
2004-04-07,63.92,,,,,
2004-04-08,63.1,,,,,
2004-04-12,63.9,,,,,
2004-04-13,62.26,,,,,
2004-04-14,61.47,,,,,
2004-04-15,62.0,,,,,
2004-04-16,63.5,,,,,
2004-04-19,61.74,,,,,
2004-04-20,62.37,,,,,
2004-04-21,61.35,,,,,
2004-04-22,62.4,,,,,
2004-04-23,61.25,,,,,
2004-04-26,61.93,,,,,
2004-04-27,62.41,,,,,
2004-04-28,61.69,,,,,
2004-04-29,62.0,,,,,
2004-04-30,62.2,,,,,
2004-05-03,62.51,,,,,
2004-05-04,63.34,,,,,
2004-05-05,62.56,,,,,
2004-05-06,61.65,,,,,
2004-05-07,59.88,,,,,
2004-05-10,59.2,,,,,
2004-05-11,58.79,,,,,
2004-05-12,58.75,,,,,
2004-05-13,58.73,,,,,
2004-05-14,58.63,,,,,
2004-05-17,57.95,,,,,
2004-05-18,58.43,,,,,
2004-05-19,58.75,,,,,
2004-05-20,59.08,,,,,
2004-05-21,59.16,,,,,
2004-05-24,60.25,,,,,
2004-05-25,60.64,,,,,
2004-05-26,61.56,,,,,
2004-05-27,62.43,,,,,
2004-05-28,63.1,,,,,
2004-06-01,63.2,,,,,
2004-06-02,64.13,,,,,
2004-06-03,63.39,,,,,
2004-06-04,64.55,,,,,
2004-06-07,64.44,,,,,
2004-06-08,64.81,,,,,
2004-06-09,64.04,,,,,
2004-06-10,63.57,,,,,
2004-06-14,62.65,,,,,
2004-06-15,62.2,,,,,
2004-06-16,62.01,,,,,
2004-06-17,63.0,,,,,
2004-06-18,62.25,,,,,
2004-06-21,61.93,,,,,
2004-06-22,62.39,,,,,
2004-06-23,62.38,,,,,
2004-06-24,62.28,,,,,
2004-06-25,62.5,,,,,
2004-06-28,62.53,,,,,
2004-06-29,63.05,,,,,
2004-06-30,63.83,,,,,
2004-07-01,64.15,,,,,
2004-07-02,65.13,,,,,
2004-07-06,65.8,,,,,
2004-07-07,65.01,,,,,
2004-07-08,64.8,,,,,
2004-07-09,64.89,,,,,
2004-07-12,64.87,,,,,
2004-07-13,64.72,,,,,
2004-07-14,64.21,,,,,
2004-07-15,63.5,,,,,
2004-07-16,63.49,,,,,
2004-07-19,62.66,,,,,
2004-07-20,64.65,,,,,
2004-07-21,63.66,,,,,
2004-07-22,62.05,,,,,
2004-07-23,62.51,,,,,
2004-07-26,62.67,,,,,
2004-07-27,62.69,,,,,
2004-07-28,61.48,,,,,
2004-07-29,62.5,,,,,
2004-07-30,61.95,,,,,
2004-08-02,62.68,,,,,
2004-08-03,62.91,,,,,
2004-08-04,63.51,,,,,
2004-08-05,63.06,,,,,
2004-08-06,61.54,,,,,
2004-08-09,60.71,,,,,
2004-08-10,61.72,,,,,
2004-08-11,62.29,,,,,
2004-08-12,62.87,,,,,
2004-08-13,61.56,,,,,
2004-08-16,63.7,,,,,
2004-08-17,64.97,,,,,
2004-08-18,64.63,,,,,
2004-08-19,63.8,,,,,
2004-08-20,63.88,,,,,
2004-08-23,64.94,,,,,
2004-08-24,64.59,,,,,
2004-08-25,65.66,,,,,
2004-08-26,67.21,,,,,
2004-08-27,71.31,,,,,
2004-08-30,73.73,,,,,
2004-08-31,73.09,,,,,
2004-09-01,73.72,,,,,
2004-09-02,73.99,,,,,
2004-09-03,74.89,,,,,
2004-09-07,74.82,,,,,
2004-09-08,74.99,,,,,
2004-09-09,72.57,,,,,
2004-09-10,73.6,,,,,
2004-09-13,74.21,,,,,
2004-09-14,74.35,,,,,
2004-09-15,74.43,,,,,
2004-09-16,74.72,,,,,
2004-09-17,74.55,,,,,
2004-09-20,74.73,,,,,
2004-09-21,74.38,,,,,
2004-09-22,73.56,,,,,
2004-09-23,73.17,,,,,
2004-09-24,73.46,,,,,
2004-09-27,72.89,,,,,
2004-09-28,72.35,,,,,
2004-09-29,72.02,,,,,
2004-09-30,73.49,,,,,
2004-10-01,74.34,,,,,
2004-10-04,74.5,,,,,
2004-10-05,75.33,,,,,
2004-10-06,74.85,,,,,
2004-10-07,74.43,,,,,
2004-10-08,71.8,,,,,
2004-10-11,72.16,,,,,
2004-10-12,71.81,,,,,
2004-10-13,71.15,,,,,
2004-10-14,70.53,,,,,
2004-10-15,69.79,,,,,
2004-10-18,69.33,,,,,
2004-10-19,70.11,,,,,
2004-10-20,70.09,,,,,
2004-10-21,71.25,,,,,
2004-10-22,70.94,,,,,
2004-10-25,70.46,,,,,
2004-10-26,72.89,,,,,
2004-10-27,73.18,,,,,
2004-10-28,73.07,,,,,
2004-10-29,73.5,,,,,
2004-11-01,74.78,,,,,
2004-11-02,74.77,,,,,
2004-11-03,75.25,,,,,
2004-11-04,75.78,,,,,
2004-11-05,74.46,,,,,
2004-11-08,75.3,,,,,
2004-11-09,74.35,,,,,
2004-11-10,74.01,,,,,
2004-11-11,74.3,,,,,
2004-11-12,76.4,,,,,
2004-11-15,74.75,,,,,
2004-11-16,75.2,,,,,
2004-11-17,75.53,,,,,
2004-11-18,75.45,,,,,
2004-11-19,73.9,,,,,
2004-11-22,74.18,,,,,
2004-11-23,74.66,,,,,
2004-11-24,76.38,,,,,
2004-11-26,76.31,,,,,
2004-11-29,76.26,,,,,
2004-11-30,74.56,,,,,
2004-12-01,76.2,,,,,
2004-12-02,76.66,,,,,
2004-12-03,76.35,,,,,
2004-12-06,75.92,,,,,
2004-12-07,74.47,,,,,
2004-12-08,75.05,,,,,
2004-12-09,75.47,,,,,
2004-12-10,76.95,,,,,
2004-12-13,76.92,,,,,
2004-12-14,77.1,,,,,
2004-12-15,77.36,,,,,
2004-12-16,77.4,,,,,
2004-12-17,77.0,,,,,
2004-12-20,75.6,,,,,
2004-12-21,76.44,,,,,
2004-12-22,76.72,,,,,
2004-12-23,77.51,,,,,
2004-12-27,75.9,,,,,
2004-12-28,76.81,,,,,
2004-12-29,76.74,,,,,
2004-12-30,77.17,,,,,
2004-12-31,77.26,,,,,
2005-01-03,75.78,,,,,
2005-01-04,75.55,,,,,
2005-01-05,74.85,,,,,
2005-01-06,80.0,,,,,
2005-01-07,78.34,,,,,
2005-01-10,80.19,,,,,
2005-01-11,79.95,,,,,
2005-01-12,80.7,,,,,
2005-01-13,80.25,,,,,
2005-01-14,80.91,,,,,
2005-01-18,80.48,,,,,
2005-01-19,79.48,,,,,
2005-01-20,79.34,,,,,
2005-01-21,79.31,,,,,
2005-01-24,79.23,,,,,
2005-01-25,79.01,,,,,
2005-01-26,79.24,,,,,
2005-01-27,79.3,,,,,
2005-01-28,79.05,,,,,
2005-01-31,80.3,,,,,
2005-02-01,79.8,,,,,
2005-02-02,79.07,,,,,
2005-02-03,80.05,,,,,
2005-02-04,80.4,,,,,
2005-02-07,80.59,,,,,
2005-02-08,80.41,,,,,
2005-02-09,80.0,,,,,
2005-02-10,80.85,,,,,
2005-02-11,81.0,,,,,
2005-02-14,79.89,,,,,
2005-02-15,79.5,,,,,
2005-02-16,77.58,,,,,
2005-02-17,80.25,,,,,
2005-02-18,80.53,,,,,
2005-02-22,79.33,,,,,
2005-02-23,78.26,,,,,
2005-02-24,78.11,,,,,
2005-02-25,78.17,,,,,
2005-02-28,77.61,,,,,
2005-03-01,80.01,,,,,
2005-03-02,79.97,,,,,
2005-03-03,79.56,,,,,
2005-03-04,80.55,,,,,
2005-03-07,80.31,,,,,
2005-03-08,80.85,,,,,
2005-03-09,80.55,,,,,
2005-03-10,79.63,,,,,
2005-03-11,79.96,,,,,
2005-03-14,80.71,,,,,
2005-03-15,80.62,,,,,
2005-03-16,79.82,,,,,
2005-03-17,79.51,,,,,
2005-03-18,79.64,,,,,
2005-03-21,78.24,,,,,
2005-03-22,77.39,,,,,
2005-03-23,75.47,,,,,
2005-03-24,74.95,,,,,
2005-03-28,76.07,,,,,
2005-03-29,73.98,,,,,
2005-03-30,73.98,,,,,
2005-03-31,74.93,,,,,
2005-04-01,75.63,,,,,
2005-04-04,74.6,,,,,
2005-04-05,74.21,,,,,
2005-04-06,73.37,,,,,
2005-04-07,73.79,,,,,
2005-04-08,73.43,,,,,
2005-04-11,71.56,,,,,
2005-04-12,71.0,,,,,
2005-04-13,70.42,,,,,
2005-04-14,70.42,,,,,
2005-04-15,70.0,,,,,
2005-04-18,70.19,,,,,
2005-04-19,73.87,,,,,
2005-04-20,72.26,,,,,
2005-04-21,73.38,,,,,
2005-04-22,75.25,,,,,
2005-04-25,75.96,,,,,
2005-04-26,75.7,,,,,
2005-04-27,74.97,,,,,
2005-04-28,74.72,,,,,
2005-04-29,74.96,,,,,
2005-05-02,74.8,,,,,
2005-05-03,75.0,,,,,
2005-05-04,74.53,,,,,
2005-05-05,74.37,,,,,
2005-05-06,74.77,,,,,
2005-05-09,76.02,,,,,
2005-05-10,75.55,,,,,
2005-05-11,75.89,,,,,
2005-05-12,75.6,,,,,
2005-05-13,75.71,,,,,
2005-05-16,76.59,,,,,
2005-05-17,76.89,,,,,
2005-05-18,78.54,,,,,
2005-05-19,78.24,,,,,
2005-05-20,78.21,,,,,
2005-05-23,78.05,,,,,
2005-05-24,77.5,,,,,
2005-05-25,77.58,,,,,
2005-05-26,78.09,,,,,
2005-05-27,78.1,,,,,
2005-05-31,78.02,,,,,
2005-06-01,77.7,,,,,
2005-06-02,77.5,,,,,
2005-06-03,77.38,,,,,
2005-06-06,77.48,,,,,
2005-06-07,77.17,,,,,
2005-06-08,75.6,,,,,
2005-06-09,76.77,,,,,
2005-06-10,77.48,,,,,
2005-06-13,78.15,,,,,
2005-06-14,78.01,,,,,
2005-06-15,78.15,,,,,
2005-06-16,78.23,,,,,
2005-06-17,78.07,,,,,
2005-06-20,78.25,,,,,
2005-06-21,77.75,,,,,
2005-06-22,77.9,,,,,
2005-06-23,76.76,,,,,
2005-06-24,76.25,,,,,
2005-06-27,77.48,,,,,
2005-06-28,79.5,,,,,
2005-06-29,79.78,,,,,
2005-06-30,80.45,,,,,
2005-07-01,81.2,,,,,
2005-07-05,81.8,,,,,
2005-07-06,83.85,,,,,
2005-07-07,82.59,,,,,
2005-07-08,82.15,,,,,
2005-07-11,83.52,,,,,
2005-07-12,84.25,,,,,
2005-07-13,83.73,,,,,
2005-07-14,84.16,,,,,
2005-07-15,83.75,,,,,
2005-07-18,83.49,,,,,
2005-07-19,83.29,,,,,
2005-07-20,83.15,,,,,
2005-07-21,82.69,,,,,
2005-07-22,82.3,,,,,
2005-07-25,83.0,,,,,
2005-07-26,83.99,,,,,
2005-07-27,85.3,,,,,
2005-07-28,84.9,,,,,
2005-07-29,85.0,,,,,
2005-08-01,84.37,,,,,
2005-08-02,84.48,,,,,
2005-08-03,84.61,,,,,
2005-08-04,83.6,,,,,
2005-08-05,82.46,,,,,
2005-08-08,82.23,,,,,
2005-08-09,83.32,,,,,
2005-08-10,84.5,,,,,
2005-08-11,83.97,,,,,
2005-08-12,84.41,,,,,
2005-08-15,85.38,,,,,
2005-08-16,84.4,,,,,
2005-08-17,84.96,,,,,
2005-08-18,85.25,,,,,
2005-08-19,85.46,,,,,
2005-08-22,85.0,,,,,
2005-08-23,84.86,,,,,
2005-08-24,84.25,,,,,
2005-08-25,84.01,,,,,
2005-08-26,84.15,,,,,
2005-08-29,84.3,,,,,
2005-08-30,83.03,,,,,
2005-08-31,82.15,,,,,
2005-09-01,83.83,,,,,
2005-09-02,83.03,,,,,
2005-09-06,84.25,,,,,
2005-09-07,83.93,,,,,
2005-09-08,83.4,,,,,
2005-09-09,83.93,,,,,
2005-09-12,85.45,,,,,
2005-09-13,84.0,,,,,
2005-09-14,83.51,,,,,
2005-09-15,83.8,,,,,
2005-09-16,84.25,,,,,
2005-09-19,85.44,,,,,
2005-09-20,87.16,,,,,
2005-09-21,84.96,,,,,
2005-09-22,85.72,,,,,
2005-09-23,85.62,,,,,
2005-09-26,85.23,,,,,
2005-09-27,85.42,,,,,
2005-09-28,86.35,,,,,
2005-09-29,88.26,,,,,
2005-09-30,88.62,,,,,
2005-10-03,89.12,,,,,
2005-10-04,89.59,,,,,
2005-10-05,88.46,,,,,
2005-10-06,87.68,,,,,
2005-10-07,88.2,,,,,
2005-10-10,87.32,,,,,
2005-10-11,86.26,,,,,
2005-10-12,84.48,,,,,
2005-10-13,83.47,,,,,
2005-10-14,84.8,,,,,
2005-10-17,84.8,,,,,
2005-10-18,83.69,,,,,
2005-10-19,91.6,,,,,
2005-10-20,89.85,,,,,
2005-10-21,89.9,,,,,
2005-10-24,90.6,,,,,
2005-10-25,92.48,,,,,
2005-10-26,93.0,,,,,
2005-10-27,93.42,,,,,
2005-10-28,93.22,,,,,
2005-10-31,94.8,,,,,
2005-11-01,94.35,,,,,
2005-11-02,95.3,,,,,
2005-11-03,95.29,,,,,
2005-11-04,96.52,,,,,
2005-11-07,96.76,,,,,
2005-11-08,97.87,,,,,
2005-11-09,99.25,,,,,
2005-11-10,100.39,,,,,
2005-11-11,101.59,,,,,
2005-11-14,101.47,,,,,
2005-11-15,100.0,,,,,
2005-11-16,98.13,,,,,
2005-11-17,104.01,,,,,
2005-11-18,104.67,,,,,
2005-11-21,105.03,,,,,
2005-11-22,108.15,,,,,
2005-11-23,108.77,,,,,
2005-11-25,111.0,,,,,
2005-11-28,108.9,,,,,
2005-11-29,108.89,,,,,
2005-11-30,107.84,,,,,
2005-12-01,109.45,,,,,
2005-12-02,110.04,,,,,
2005-12-05,109.4,,,,,
2005-12-06,110.0,,,,,
2005-12-07,108.32,,,,,
2005-12-08,108.66,,,,,
2005-12-09,109.25,,,,,
2005-12-12,110.49,,,,,
2005-12-13,111.59,,,,,
2005-12-14,112.82,,,,,
2005-12-15,113.45,,,,,
2005-12-16,112.69,,,,,
2005-12-19,111.25,,,,,
2005-12-20,109.7,,,,,
2005-12-21,107.28,,,,,
2005-12-22,108.63,,,,,
2005-12-23,108.78,,,,,
2005-12-27,108.52,,,,,
2005-12-28,108.0,,,,,
2005-12-29,107.76,,,,,
2005-12-30,108.48,,,,,
2006-01-03,109.0,,,,,
2006-01-04,109.18,,,,,
2006-01-05,108.0,,,,,
2006-01-06,110.42,,,,,
2006-01-09,111.7,,,,,
2006-01-10,112.16,,,,,
2006-01-11,110.52,,,,,
2006-01-12,111.99,,,,,
2006-01-13,112.65,,,,,
2006-01-17,111.79,,,,,
2006-01-18,110.9,,,,,
2006-01-19,119.35,,,,,
2006-01-20,127.0,,,,,
2006-01-23,128.18,,,,,
2006-01-24,128.96,,,,,
2006-01-25,129.49,,,,,
2006-01-26,135.01,,,,,
2006-01-27,133.12,,,,,
2006-01-30,133.4,,,,,
2006-01-31,132.8,,,,,
2006-02-01,129.54,,,,,
2006-02-02,129.06,,,,,
2006-02-03,129.66,,,,,
2006-02-06,130.55,,,,,
2006-02-07,130.19,,,,,
2006-02-08,131.11,,,,,
2006-02-09,134.31,,,,,
2006-02-10,131.51,,,,,
2006-02-13,141.99,,,,,
2006-02-14,145.96,,,,,
2006-02-15,151.25,,,,,
2006-02-16,150.9,,,,,
2006-02-17,146.58,,,,,
2006-02-21,145.27,,,,,
2006-02-22,144.42,,,,,
2006-02-23,141.8,,,,,
2006-02-24,143.5,,,,,
2006-02-27,143.5,,,,,
2006-02-28,142.1,,,,,
2006-03-01,142.61,,,,,
2006-03-02,142.5,,,,,
2006-03-03,141.35,,,,,
2006-03-06,137.53,,,,,
2006-03-07,136.35,,,,,
2006-03-08,133.72,,,,,
2006-03-09,132.05,,,,,
2006-03-10,132.25,,,,,
2006-03-13,134.25,,,,,
2006-03-14,137.56,,,,,
2006-03-15,138.82,,,,,
2006-03-16,139.99,,,,,
2006-03-17,140.46,,,,,
2006-03-20,139.99,,,,,
2006-03-21,139.45,,,,,
2006-03-22,139.69,,,,,
2006-03-23,138.89,,,,,
2006-03-24,139.45,,,,,
2006-03-27,139.6,,,,,
2006-03-28,138.1,,,,,
2006-03-29,139.7,,,,,
2006-03-30,139.75,,,,,
2006-03-31,140.0,,,,,
2006-04-03,142.26,,,,,
2006-04-04,145.1,,,,,
2006-04-05,146.91,,,,,
2006-04-06,147.66,,,,,
2006-04-07,147.56,,,,,
2006-04-10,147.98,,,,,
2006-04-11,142.41,,,,,
2006-04-12,144.89,,,,,
2006-04-13,143.0,,,,,
2006-04-17,143.17,,,,,
2006-04-18,147.5,,,,,
2006-04-19,156.31,,,,,
2006-04-20,152.0,,,,,
2006-04-21,150.8,,,,,
2006-04-24,148.14,,,,,
2006-04-25,147.73,,,,,
2006-04-26,152.9,,,,,
2006-04-27,153.48,,,,,
2006-04-28,151.54,,,,,
2006-05-01,142.85,,,,,
2006-05-02,145.0,,,,,
2006-05-03,144.96,,,,,
2006-05-04,146.66,,,,,
2006-05-05,150.75,,,,,
2006-05-08,142.49,,,,,
2006-05-09,141.98,,,,,
2006-05-10,142.12,,,,,
2006-05-11,140.94,,,,,
2006-05-12,139.89,,,,,
2006-05-15,138.51,,,,,
2006-05-16,139.45,,,,,
2006-05-17,135.9,,,,,
2006-05-18,131.81,,,,,
2006-05-19,132.45,,,,,
2006-05-22,130.72,,,,,
2006-05-23,132.75,,,,,
2006-05-24,135.51,,,,,
2006-05-25,136.48,,,,,
2006-05-26,137.3,,,,,
2006-05-30,132.88,,,,,
2006-05-31,134.0,,,,,
2006-06-01,133.5,,,,,
2006-06-02,136.05,,,,,
2006-06-05,135.49,,,,,
2006-06-06,132.48,,,,,
2006-06-07,132.01,,,,,
2006-06-08,132.36,,,,,
2006-06-09,132.71,,,,,
2006-06-12,128.39,,,,,
2006-06-13,123.59,,,,,
2006-06-14,122.51,,,,,
2006-06-15,128.33,,,,,
2006-06-16,127.96,,,,,
2006-06-19,127.19,,,,,
2006-06-20,127.25,,,,,
2006-06-21,131.24,,,,,
2006-06-22,131.57,,,,,
2006-06-23,132.05,,,,,
2006-06-26,134.15,,,,,
2006-06-27,133.37,,,,,
2006-06-28,133.73,,,,,
2006-06-29,136.99,,,,,
2006-06-30,139.17,,,,,
2006-07-03,140.63,,,,,
2006-07-05,139.02,,,,,
2006-07-06,140.48,,,,,
2006-07-07,138.84,,,,,
2006-07-10,139.21,,,,,
2006-07-11,140.5,,,,,
2006-07-12,139.55,,,,,
2006-07-13,135.83,,,,,
2006-07-14,132.98,,,,,
2006-07-17,135.08,,,,,
2006-07-18,127.97,,,,,
2006-07-19,130.91,,,,,
2006-07-20,128.71,,,,,
2006-07-21,126.22,,,,,
2006-07-24,129.0,,,,,
2006-07-25,130.87,,,,,
2006-07-26,128.05,,,,,
2006-07-27,128.55,,,,,
2006-07-28,129.99,,,,,
2006-07-31,129.16,,,,,
2006-08-01,127.26,,,,,
2006-08-02,127.2,,,,,
2006-08-03,128.3,,,,,
2006-08-04,127.15,,,,,
2006-08-07,126.65,,,,,
2006-08-08,125.43,,,,,
2006-08-09,124.11,,,,,
2006-08-10,125.9,,,,,
2006-08-11,125.36,,,,,
2006-08-14,123.84,,,,,
2006-08-15,127.32,,,,,
2006-08-16,129.73,,,,,
2006-08-17,132.21,,,,,
2006-08-18,133.05,,,,,
2006-08-21,131.6,,,,,
2006-08-22,132.45,,,,,
2006-08-23,132.5,,,,,
2006-08-24,130.01,,,,,
2006-08-25,128.4,,,,,
2006-08-28,129.75,,,,,
2006-08-29,127.15,,,,,
2006-08-30,129.79,,,,,
2006-08-31,130.15,,,,,
2006-09-01,133.18,,,,,
2006-09-05,133.12,,,,,
