date,close price,GILD_SHE,GILD_TA,GILD_TL,market cap,PB Ratio
1993-10-28,0.48,106000000.0,109000000.0,3000000.0,,
1993-10-29,0.45,106000000.0,109000000.0,3000000.0,,
1993-11-01,0.47,106000000.0,109000000.0,3000000.0,,
1993-11-02,0.47,106000000.0,109000000.0,3000000.0,,
1993-11-03,0.46,106000000.0,109000000.0,3000000.0,,
1993-11-04,0.46,106000000.0,109000000.0,3000000.0,,
1993-11-05,0.43,106000000.0,109000000.0,3000000.0,,
1993-11-08,0.44,106000000.0,109000000.0,3000000.0,,
1993-11-09,0.42,106000000.0,109000000.0,3000000.0,,
1993-11-10,0.38,106000000.0,109000000.0,3000000.0,,
1993-11-11,0.42,106000000.0,109000000.0,3000000.0,,
1993-11-12,0.41,106000000.0,109000000.0,3000000.0,,
1993-11-15,0.41,106000000.0,109000000.0,3000000.0,,
1993-11-16,0.41,106000000.0,109000000.0,3000000.0,,
1993-11-17,0.37,106000000.0,109000000.0,3000000.0,,
1993-11-18,0.38,106000000.0,109000000.0,3000000.0,,
1993-11-19,0.38,106000000.0,109000000.0,3000000.0,,
1993-11-22,0.38,106000000.0,109000000.0,3000000.0,,
1993-11-23,0.38,106000000.0,109000000.0,3000000.0,,
1993-11-24,0.38,106000000.0,109000000.0,3000000.0,,
1993-11-26,0.38,106000000.0,109000000.0,3000000.0,,
1993-11-29,0.38,106000000.0,109000000.0,3000000.0,,
1993-11-30,0.43,106000000.0,109000000.0,3000000.0,,
1993-12-01,0.43,106000000.0,109000000.0,3000000.0,,
1993-12-02,0.43,106000000.0,109000000.0,3000000.0,,
1993-12-03,0.42,106000000.0,109000000.0,3000000.0,,
1993-12-06,0.4,106000000.0,109000000.0,3000000.0,,
1993-12-07,0.41,106000000.0,109000000.0,3000000.0,,
1993-12-08,0.41,106000000.0,109000000.0,3000000.0,,
1993-12-09,0.41,106000000.0,109000000.0,3000000.0,,
1993-12-10,0.39,106000000.0,109000000.0,3000000.0,,
1993-12-13,0.34,106000000.0,109000000.0,3000000.0,,
1993-12-14,0.34,106000000.0,109000000.0,3000000.0,,
1993-12-15,0.36,106000000.0,109000000.0,3000000.0,,
1993-12-16,0.35,106000000.0,109000000.0,3000000.0,,
1993-12-17,0.36,106000000.0,109000000.0,3000000.0,,
1993-12-20,0.35,106000000.0,109000000.0,3000000.0,,
1993-12-21,0.36,106000000.0,109000000.0,3000000.0,,
1993-12-22,0.36,106000000.0,109000000.0,3000000.0,,
1993-12-23,0.35,106000000.0,109000000.0,3000000.0,,
1993-12-27,0.37,106000000.0,109000000.0,3000000.0,,
1993-12-28,0.38,106000000.0,109000000.0,3000000.0,,
1993-12-29,0.38,106000000.0,109000000.0,3000000.0,,
1993-12-30,0.36,106000000.0,109000000.0,3000000.0,,
1993-12-31,0.38,106000000.0,109000000.0,3000000.0,,
1994-01-03,0.38,106000000.0,109000000.0,3000000.0,,
1994-01-04,0.41,106000000.0,109000000.0,3000000.0,,
1994-01-05,0.41,106000000.0,109000000.0,3000000.0,,
1994-01-06,0.41,106000000.0,109000000.0,3000000.0,,
1994-01-07,0.41,106000000.0,109000000.0,3000000.0,,
1994-01-10,0.42,106000000.0,109000000.0,3000000.0,,
1994-01-11,0.44,106000000.0,109000000.0,3000000.0,,
1994-01-12,0.43,106000000.0,109000000.0,3000000.0,,
1994-01-13,0.43,106000000.0,109000000.0,3000000.0,,
1994-01-14,0.42,106000000.0,109000000.0,3000000.0,,
1994-01-17,0.39,106000000.0,109000000.0,3000000.0,,
1994-01-18,0.41,106000000.0,109000000.0,3000000.0,,
1994-01-19,0.41,106000000.0,109000000.0,3000000.0,,
1994-01-20,0.39,106000000.0,109000000.0,3000000.0,,
1994-01-21,0.41,106000000.0,109000000.0,3000000.0,,
1994-01-24,0.41,106000000.0,109000000.0,3000000.0,,
1994-01-25,0.38,106000000.0,109000000.0,3000000.0,,
1994-01-26,0.38,106000000.0,109000000.0,3000000.0,,
1994-01-27,0.4,106000000.0,109000000.0,3000000.0,,
1994-01-28,0.39,106000000.0,109000000.0,3000000.0,,
1994-01-31,0.4,106000000.0,109000000.0,3000000.0,,
1994-02-01,0.39,106000000.0,109000000.0,3000000.0,,
1994-02-02,0.38,106000000.0,109000000.0,3000000.0,,
1994-02-03,0.38,106000000.0,109000000.0,3000000.0,,
1994-02-04,0.38,106000000.0,109000000.0,3000000.0,,
1994-02-07,0.38,106000000.0,109000000.0,3000000.0,,
1994-02-08,0.38,106000000.0,109000000.0,3000000.0,,
1994-02-09,0.36,106000000.0,109000000.0,3000000.0,,
1994-02-10,0.38,106000000.0,109000000.0,3000000.0,,
1994-02-11,0.36,106000000.0,109000000.0,3000000.0,,
1994-02-14,0.36,106000000.0,109000000.0,3000000.0,,
1994-02-15,0.37,106000000.0,109000000.0,3000000.0,,
1994-02-16,0.38,106000000.0,109000000.0,3000000.0,,
1994-02-17,0.37,106000000.0,109000000.0,3000000.0,,
1994-02-18,0.36,106000000.0,109000000.0,3000000.0,,
1994-02-22,0.37,106000000.0,109000000.0,3000000.0,,
1994-02-23,0.38,106000000.0,109000000.0,3000000.0,,
1994-02-24,0.36,106000000.0,109000000.0,3000000.0,,
1994-02-25,0.35,106000000.0,109000000.0,3000000.0,,
1994-02-28,0.38,106000000.0,109000000.0,3000000.0,,
1994-03-01,0.38,106000000.0,109000000.0,3000000.0,,
1994-03-02,0.37,106000000.0,109000000.0,3000000.0,,
1994-03-03,0.35,106000000.0,109000000.0,3000000.0,,
1994-03-04,0.36,106000000.0,109000000.0,3000000.0,,
1994-03-07,0.34,106000000.0,109000000.0,3000000.0,,
1994-03-08,0.34,106000000.0,109000000.0,3000000.0,,
1994-03-09,0.34,106000000.0,109000000.0,3000000.0,,
1994-03-10,0.34,106000000.0,109000000.0,3000000.0,,
1994-03-11,0.34,106000000.0,109000000.0,3000000.0,,
1994-03-14,0.34,106000000.0,109000000.0,3000000.0,,
1994-03-15,0.36,106000000.0,109000000.0,3000000.0,,
1994-03-16,0.35,106000000.0,109000000.0,3000000.0,,
1994-03-17,0.36,106000000.0,109000000.0,3000000.0,,
1994-03-18,0.35,106000000.0,109000000.0,3000000.0,,
1994-03-21,0.34,106000000.0,109000000.0,3000000.0,,
1994-03-22,0.36,106000000.0,109000000.0,3000000.0,,
1994-03-23,0.34,106000000.0,109000000.0,3000000.0,,
1994-03-24,0.33,106000000.0,109000000.0,3000000.0,,
1994-03-25,0.34,106000000.0,109000000.0,3000000.0,,
1994-03-28,0.34,106000000.0,109000000.0,3000000.0,,
1994-03-29,0.31,106000000.0,109000000.0,3000000.0,,
1994-03-30,0.31,106000000.0,109000000.0,3000000.0,,
1994-03-31,0.34,106000000.0,109000000.0,3000000.0,,
1994-04-04,0.32,106000000.0,109000000.0,3000000.0,,
1994-04-05,0.32,106000000.0,109000000.0,3000000.0,,
1994-04-06,0.34,106000000.0,109000000.0,3000000.0,,
1994-04-07,0.34,106000000.0,109000000.0,3000000.0,,
1994-04-08,0.32,106000000.0,109000000.0,3000000.0,,
1994-04-11,0.33,106000000.0,109000000.0,3000000.0,,
1994-04-12,0.32,106000000.0,109000000.0,3000000.0,,
1994-04-13,0.32,106000000.0,109000000.0,3000000.0,,
1994-04-14,0.3,106000000.0,109000000.0,3000000.0,,
1994-04-15,0.32,106000000.0,109000000.0,3000000.0,,
1994-04-18,0.31,106000000.0,109000000.0,3000000.0,,
1994-04-19,0.3,106000000.0,109000000.0,3000000.0,,
1994-04-20,0.28,106000000.0,109000000.0,3000000.0,,
1994-04-21,0.29,106000000.0,109000000.0,3000000.0,,
1994-04-22,0.28,106000000.0,109000000.0,3000000.0,,
1994-04-25,0.28,106000000.0,109000000.0,3000000.0,,
1994-04-26,0.28,106000000.0,109000000.0,3000000.0,,
1994-04-28,0.29,106000000.0,109000000.0,3000000.0,,
1994-04-29,0.28,106000000.0,109000000.0,3000000.0,,
1994-05-02,0.27,106000000.0,109000000.0,3000000.0,,
1994-05-03,0.28,106000000.0,109000000.0,3000000.0,,
1994-05-04,0.29,106000000.0,109000000.0,3000000.0,,
1994-05-05,0.29,106000000.0,109000000.0,3000000.0,,
1994-05-06,0.28,106000000.0,109000000.0,3000000.0,,
1994-05-09,0.27,106000000.0,109000000.0,3000000.0,,
1994-05-10,0.29,106000000.0,109000000.0,3000000.0,,
1994-05-11,0.29,106000000.0,109000000.0,3000000.0,,
1994-05-12,0.27,106000000.0,109000000.0,3000000.0,,
1994-05-13,0.28,106000000.0,109000000.0,3000000.0,,
1994-05-16,0.27,106000000.0,109000000.0,3000000.0,,
1994-05-17,0.27,106000000.0,109000000.0,3000000.0,,
1994-05-18,0.27,106000000.0,109000000.0,3000000.0,,
1994-05-19,0.29,106000000.0,109000000.0,3000000.0,,
1994-05-20,0.29,106000000.0,109000000.0,3000000.0,,
1994-05-23,0.27,106000000.0,109000000.0,3000000.0,,
1994-05-24,0.27,106000000.0,109000000.0,3000000.0,,
1994-05-25,0.27,106000000.0,109000000.0,3000000.0,,
1994-05-26,0.26,106000000.0,109000000.0,3000000.0,,
1994-05-27,0.27,106000000.0,109000000.0,3000000.0,,
1994-05-31,0.24,106000000.0,109000000.0,3000000.0,,
1994-06-01,0.25,106000000.0,109000000.0,3000000.0,,
1994-06-02,0.24,106000000.0,109000000.0,3000000.0,,
1994-06-03,0.23,106000000.0,109000000.0,3000000.0,,
1994-06-06,0.22,106000000.0,109000000.0,3000000.0,,
1994-06-07,0.22,106000000.0,109000000.0,3000000.0,,
1994-06-08,0.23,106000000.0,109000000.0,3000000.0,,
1994-06-09,0.25,106000000.0,109000000.0,3000000.0,,
1994-06-10,0.23,106000000.0,109000000.0,3000000.0,,
1994-06-13,0.26,106000000.0,109000000.0,3000000.0,,
1994-06-14,0.27,106000000.0,109000000.0,3000000.0,,
1994-06-15,0.26,106000000.0,109000000.0,3000000.0,,
1994-06-16,0.26,106000000.0,109000000.0,3000000.0,,
1994-06-17,0.25,106000000.0,109000000.0,3000000.0,,
1994-06-20,0.24,106000000.0,109000000.0,3000000.0,,
1994-06-21,0.25,106000000.0,109000000.0,3000000.0,,
1994-06-22,0.25,106000000.0,109000000.0,3000000.0,,
1994-06-23,0.25,106000000.0,109000000.0,3000000.0,,
1994-06-24,0.25,106000000.0,109000000.0,3000000.0,,
1994-06-27,0.27,106000000.0,109000000.0,3000000.0,,
1994-06-28,0.25,106000000.0,109000000.0,3000000.0,,
1994-06-29,0.26,106000000.0,109000000.0,3000000.0,,
1994-06-30,0.27,106000000.0,109000000.0,3000000.0,,
1994-07-01,0.27,106000000.0,109000000.0,3000000.0,,
1994-07-05,0.26,106000000.0,109000000.0,3000000.0,,
1994-07-06,0.27,106000000.0,109000000.0,3000000.0,,
1994-07-07,0.25,106000000.0,109000000.0,3000000.0,,
1994-07-08,0.27,106000000.0,109000000.0,3000000.0,,
1994-07-11,0.26,106000000.0,109000000.0,3000000.0,,
1994-07-12,0.25,106000000.0,109000000.0,3000000.0,,
1994-07-13,0.24,106000000.0,109000000.0,3000000.0,,
1994-07-14,0.25,106000000.0,109000000.0,3000000.0,,
1994-07-15,0.26,106000000.0,109000000.0,3000000.0,,
1994-07-18,0.27,106000000.0,109000000.0,3000000.0,,
1994-07-19,0.28,106000000.0,109000000.0,3000000.0,,
1994-07-20,0.28,106000000.0,109000000.0,3000000.0,,
1994-07-21,0.3,106000000.0,109000000.0,3000000.0,,
1994-07-22,0.28,106000000.0,109000000.0,3000000.0,,
1994-07-25,0.28,106000000.0,109000000.0,3000000.0,,
1994-07-26,0.28,106000000.0,109000000.0,3000000.0,,
1994-07-27,0.28,106000000.0,109000000.0,3000000.0,,
1994-07-28,0.29,106000000.0,109000000.0,3000000.0,,
1994-07-29,0.29,106000000.0,109000000.0,3000000.0,,
1994-08-01,0.29,106000000.0,109000000.0,3000000.0,,
1994-08-02,0.29,106000000.0,109000000.0,3000000.0,,
1994-08-03,0.3,106000000.0,109000000.0,3000000.0,,
1994-08-04,0.29,106000000.0,109000000.0,3000000.0,,
1994-08-05,0.3,106000000.0,109000000.0,3000000.0,,
1994-08-08,0.29,106000000.0,109000000.0,3000000.0,,
1994-08-09,0.29,106000000.0,109000000.0,3000000.0,,
1994-08-10,0.3,106000000.0,109000000.0,3000000.0,,
1994-08-11,0.3,106000000.0,109000000.0,3000000.0,,
1994-08-12,0.32,106000000.0,109000000.0,3000000.0,,
1994-08-15,0.32,106000000.0,109000000.0,3000000.0,,
1994-08-16,0.32,106000000.0,109000000.0,3000000.0,,
1994-08-17,0.29,106000000.0,109000000.0,3000000.0,,
1994-08-18,0.32,106000000.0,109000000.0,3000000.0,,
1994-08-19,0.33,106000000.0,109000000.0,3000000.0,,
1994-08-22,0.33,106000000.0,109000000.0,3000000.0,,
1994-08-23,0.33,106000000.0,109000000.0,3000000.0,,
1994-08-24,0.33,106000000.0,109000000.0,3000000.0,,
1994-08-25,0.32,106000000.0,109000000.0,3000000.0,,
1994-08-26,0.34,106000000.0,109000000.0,3000000.0,,
1994-08-29,0.34,106000000.0,109000000.0,3000000.0,,
1994-08-30,0.33,106000000.0,109000000.0,3000000.0,,
1994-08-31,0.32,106000000.0,109000000.0,3000000.0,,
1994-09-01,0.31,106000000.0,109000000.0,3000000.0,,
1994-09-02,0.3,106000000.0,109000000.0,3000000.0,,
1994-09-06,0.31,106000000.0,109000000.0,3000000.0,,
1994-09-07,0.31,106000000.0,109000000.0,3000000.0,,
1994-09-08,0.31,106000000.0,109000000.0,3000000.0,,
1994-09-09,0.34,106000000.0,109000000.0,3000000.0,,
1994-09-12,0.35,106000000.0,109000000.0,3000000.0,,
1994-09-13,0.34,106000000.0,109000000.0,3000000.0,,
1994-09-14,0.34,106000000.0,109000000.0,3000000.0,,
1994-09-15,0.34,106000000.0,109000000.0,3000000.0,,
1994-09-16,0.34,106000000.0,109000000.0,3000000.0,,
1994-09-19,0.33,106000000.0,109000000.0,3000000.0,,
1994-09-20,0.34,106000000.0,109000000.0,3000000.0,,
1994-09-21,0.37,106000000.0,109000000.0,3000000.0,,
1994-09-22,0.37,106000000.0,109000000.0,3000000.0,,
1994-09-23,0.37,106000000.0,109000000.0,3000000.0,,
1994-09-26,0.36,106000000.0,109000000.0,3000000.0,,
1994-09-27,0.37,106000000.0,109000000.0,3000000.0,,
1994-09-28,0.38,106000000.0,109000000.0,3000000.0,,
1994-09-29,0.38,106000000.0,109000000.0,3000000.0,,
1994-09-30,0.37,106000000.0,109000000.0,3000000.0,,
1994-10-03,0.35,106000000.0,109000000.0,3000000.0,,
1994-10-04,0.34,106000000.0,109000000.0,3000000.0,,
1994-10-05,0.35,106000000.0,109000000.0,3000000.0,,
1994-10-06,0.35,106000000.0,109000000.0,3000000.0,,
1994-10-07,0.35,106000000.0,109000000.0,3000000.0,,
1994-10-10,0.35,106000000.0,109000000.0,3000000.0,,
1994-10-11,0.35,106000000.0,109000000.0,3000000.0,,
1994-10-12,0.35,106000000.0,109000000.0,3000000.0,,
1994-10-13,0.35,106000000.0,109000000.0,3000000.0,,
1994-10-14,0.34,106000000.0,109000000.0,3000000.0,,
1994-10-17,0.32,106000000.0,109000000.0,3000000.0,,
1994-10-18,0.32,106000000.0,109000000.0,3000000.0,,
1994-10-19,0.32,106000000.0,109000000.0,3000000.0,,
1994-10-20,0.32,106000000.0,109000000.0,3000000.0,,
1994-10-21,0.32,106000000.0,109000000.0,3000000.0,,
1994-10-24,0.32,106000000.0,109000000.0,3000000.0,,
1994-10-25,0.32,106000000.0,109000000.0,3000000.0,,
1994-10-26,0.32,106000000.0,109000000.0,3000000.0,,
1994-10-27,0.31,106000000.0,109000000.0,3000000.0,,
1994-10-28,0.3,106000000.0,109000000.0,3000000.0,,
1994-10-31,0.27,106000000.0,109000000.0,3000000.0,,
1994-11-01,0.29,106000000.0,109000000.0,3000000.0,,
1994-11-02,0.27,106000000.0,109000000.0,3000000.0,,
1994-11-03,0.27,106000000.0,109000000.0,3000000.0,,
1994-11-04,0.28,106000000.0,109000000.0,3000000.0,,
1994-11-07,0.27,106000000.0,109000000.0,3000000.0,,
1994-11-08,0.27,106000000.0,109000000.0,3000000.0,,
1994-11-09,0.27,106000000.0,109000000.0,3000000.0,,
1994-11-10,0.26,106000000.0,109000000.0,3000000.0,,
1994-11-11,0.25,106000000.0,109000000.0,3000000.0,,
1994-11-14,0.24,106000000.0,109000000.0,3000000.0,,
1994-11-15,0.25,106000000.0,109000000.0,3000000.0,,
1994-11-16,0.28,106000000.0,109000000.0,3000000.0,,
1994-11-17,0.28,106000000.0,109000000.0,3000000.0,,
1994-11-18,0.31,106000000.0,109000000.0,3000000.0,,
1994-11-21,0.31,106000000.0,109000000.0,3000000.0,,
1994-11-22,0.32,106000000.0,109000000.0,3000000.0,,
1994-11-23,0.3,106000000.0,109000000.0,3000000.0,,
1994-11-25,0.3,106000000.0,109000000.0,3000000.0,,
1994-11-28,0.32,106000000.0,109000000.0,3000000.0,,
1994-11-29,0.33,106000000.0,109000000.0,3000000.0,,
1994-11-30,0.32,106000000.0,109000000.0,3000000.0,,
1994-12-01,0.32,106000000.0,109000000.0,3000000.0,,
1994-12-02,0.3,106000000.0,109000000.0,3000000.0,,
1994-12-05,0.28,106000000.0,109000000.0,3000000.0,,
1994-12-06,0.28,106000000.0,109000000.0,3000000.0,,
1994-12-07,0.28,106000000.0,109000000.0,3000000.0,,
1994-12-08,0.27,106000000.0,109000000.0,3000000.0,,
1994-12-09,0.27,106000000.0,109000000.0,3000000.0,,
1994-12-12,0.3,106000000.0,109000000.0,3000000.0,,
1994-12-13,0.29,106000000.0,109000000.0,3000000.0,,
1994-12-14,0.28,106000000.0,109000000.0,3000000.0,,
1994-12-15,0.27,106000000.0,109000000.0,3000000.0,,
1994-12-16,0.28,106000000.0,109000000.0,3000000.0,,
1994-12-19,0.28,106000000.0,109000000.0,3000000.0,,
1994-12-20,0.27,106000000.0,109000000.0,3000000.0,,
1994-12-21,0.29,106000000.0,109000000.0,3000000.0,,
1994-12-22,0.29,106000000.0,109000000.0,3000000.0,,
1994-12-23,0.28,106000000.0,109000000.0,3000000.0,,
1994-12-27,0.28,106000000.0,109000000.0,3000000.0,,
1994-12-28,0.29,106000000.0,109000000.0,3000000.0,,
1994-12-29,0.29,106000000.0,109000000.0,3000000.0,,
1994-12-30,0.3,106000000.0,109000000.0,3000000.0,,
1995-01-03,0.29,106000000.0,109000000.0,3000000.0,,
1995-01-04,0.29,106000000.0,109000000.0,3000000.0,,
1995-01-05,0.32,106000000.0,109000000.0,3000000.0,,
1995-01-06,0.34,106000000.0,109000000.0,3000000.0,,
1995-01-09,0.34,106000000.0,109000000.0,3000000.0,,
1995-01-10,0.36,106000000.0,109000000.0,3000000.0,,
1995-01-11,0.36,106000000.0,109000000.0,3000000.0,,
1995-01-12,0.35,106000000.0,109000000.0,3000000.0,,
1995-01-13,0.34,106000000.0,109000000.0,3000000.0,,
1995-01-16,0.34,106000000.0,109000000.0,3000000.0,,
1995-01-17,0.34,106000000.0,109000000.0,3000000.0,,
1995-01-18,0.36,106000000.0,109000000.0,3000000.0,,
1995-01-19,0.38,106000000.0,109000000.0,3000000.0,,
1995-01-20,0.38,106000000.0,109000000.0,3000000.0,,
1995-01-23,0.39,106000000.0,109000000.0,3000000.0,,
1995-01-24,0.41,106000000.0,109000000.0,3000000.0,,
1995-01-25,0.4,106000000.0,109000000.0,3000000.0,,
1995-01-26,0.42,106000000.0,109000000.0,3000000.0,,
1995-01-27,0.45,106000000.0,109000000.0,3000000.0,,
1995-01-30,0.42,106000000.0,109000000.0,3000000.0,,
1995-01-31,0.41,106000000.0,109000000.0,3000000.0,,
1995-02-01,0.39,106000000.0,109000000.0,3000000.0,,
1995-02-02,0.41,106000000.0,109000000.0,3000000.0,,
1995-02-03,0.41,106000000.0,109000000.0,3000000.0,,
1995-02-06,0.4,106000000.0,109000000.0,3000000.0,,
1995-02-07,0.4,106000000.0,109000000.0,3000000.0,,
1995-02-08,0.39,106000000.0,109000000.0,3000000.0,,
1995-02-09,0.41,106000000.0,109000000.0,3000000.0,,
1995-02-10,0.42,106000000.0,109000000.0,3000000.0,,
1995-02-13,0.41,106000000.0,109000000.0,3000000.0,,
1995-02-14,0.43,106000000.0,109000000.0,3000000.0,,
1995-02-15,0.44,106000000.0,109000000.0,3000000.0,,
1995-02-16,0.44,106000000.0,109000000.0,3000000.0,,
1995-02-17,0.43,106000000.0,109000000.0,3000000.0,,
1995-02-21,0.43,106000000.0,109000000.0,3000000.0,,
1995-02-22,0.43,106000000.0,109000000.0,3000000.0,,
1995-02-23,0.44,106000000.0,109000000.0,3000000.0,,
1995-02-24,0.47,106000000.0,109000000.0,3000000.0,,
1995-02-27,0.45,106000000.0,109000000.0,3000000.0,,
1995-02-28,0.45,106000000.0,109000000.0,3000000.0,,
1995-03-01,0.46,106000000.0,109000000.0,3000000.0,,
1995-03-02,0.45,106000000.0,109000000.0,3000000.0,,
1995-03-03,0.47,106000000.0,109000000.0,3000000.0,,
1995-03-06,0.46,106000000.0,109000000.0,3000000.0,,
1995-03-07,0.46,106000000.0,109000000.0,3000000.0,,
1995-03-08,0.45,106000000.0,109000000.0,3000000.0,,
1995-03-09,0.45,106000000.0,109000000.0,3000000.0,,
1995-03-10,0.47,106000000.0,109000000.0,3000000.0,,
1995-03-13,0.46,106000000.0,109000000.0,3000000.0,,
1995-03-14,0.45,106000000.0,109000000.0,3000000.0,,
1995-03-15,0.44,106000000.0,109000000.0,3000000.0,,
1995-03-16,0.45,106000000.0,109000000.0,3000000.0,,
1995-03-17,0.42,106000000.0,109000000.0,3000000.0,,
1995-03-20,0.42,106000000.0,109000000.0,3000000.0,,
1995-03-21,0.42,106000000.0,109000000.0,3000000.0,,
1995-03-22,0.44,106000000.0,109000000.0,3000000.0,,
1995-03-23,0.43,106000000.0,109000000.0,3000000.0,,
1995-03-24,0.42,106000000.0,109000000.0,3000000.0,,
1995-03-27,0.41,106000000.0,109000000.0,3000000.0,,
1995-03-28,0.4,106000000.0,109000000.0,3000000.0,,
1995-03-29,0.4,106000000.0,109000000.0,3000000.0,,
1995-03-30,0.4,106000000.0,109000000.0,3000000.0,,
1995-03-31,0.41,106000000.0,109000000.0,3000000.0,,
1995-04-03,0.43,106000000.0,109000000.0,3000000.0,,
1995-04-04,0.45,106000000.0,109000000.0,3000000.0,,
1995-04-05,0.43,106000000.0,109000000.0,3000000.0,,
1995-04-06,0.42,106000000.0,109000000.0,3000000.0,,
1995-04-07,0.42,106000000.0,109000000.0,3000000.0,,
1995-04-10,0.44,106000000.0,109000000.0,3000000.0,,
1995-04-11,0.48,106000000.0,109000000.0,3000000.0,,
1995-04-12,0.47,106000000.0,109000000.0,3000000.0,,
1995-04-13,0.46,106000000.0,109000000.0,3000000.0,,
1995-04-17,0.47,106000000.0,109000000.0,3000000.0,,
1995-04-18,0.46,106000000.0,109000000.0,3000000.0,,
1995-04-19,0.45,106000000.0,109000000.0,3000000.0,,
1995-04-20,0.45,106000000.0,109000000.0,3000000.0,,
1995-04-21,0.43,106000000.0,109000000.0,3000000.0,,
1995-04-24,0.45,106000000.0,109000000.0,3000000.0,,
1995-04-25,0.44,106000000.0,109000000.0,3000000.0,,
1995-04-26,0.45,106000000.0,109000000.0,3000000.0,,
1995-04-27,0.46,106000000.0,109000000.0,3000000.0,,
1995-04-28,0.47,106000000.0,109000000.0,3000000.0,,
1995-05-01,0.47,106000000.0,109000000.0,3000000.0,,
1995-05-02,0.47,106000000.0,109000000.0,3000000.0,,
1995-05-03,0.52,106000000.0,109000000.0,3000000.0,,
1995-05-04,0.51,106000000.0,109000000.0,3000000.0,,
1995-05-05,0.53,106000000.0,109000000.0,3000000.0,,
1995-05-08,0.53,106000000.0,109000000.0,3000000.0,,
1995-05-09,0.52,106000000.0,109000000.0,3000000.0,,
1995-05-10,0.52,106000000.0,109000000.0,3000000.0,,
1995-05-11,0.52,106000000.0,109000000.0,3000000.0,,
1995-05-12,0.52,106000000.0,109000000.0,3000000.0,,
1995-05-15,0.52,106000000.0,109000000.0,3000000.0,,
1995-05-16,0.52,106000000.0,109000000.0,3000000.0,,
1995-05-17,0.52,106000000.0,109000000.0,3000000.0,,
1995-05-18,0.53,106000000.0,109000000.0,3000000.0,,
1995-05-19,0.51,106000000.0,109000000.0,3000000.0,,
1995-05-22,0.52,106000000.0,109000000.0,3000000.0,,
1995-05-23,0.51,106000000.0,109000000.0,3000000.0,,
1995-05-24,0.52,106000000.0,109000000.0,3000000.0,,
1995-05-25,0.51,106000000.0,109000000.0,3000000.0,,
1995-05-26,0.49,106000000.0,109000000.0,3000000.0,,
1995-05-30,0.5,106000000.0,109000000.0,3000000.0,,
1995-05-31,0.51,106000000.0,109000000.0,3000000.0,,
1995-06-01,0.51,106000000.0,109000000.0,3000000.0,,
1995-06-02,0.5,106000000.0,109000000.0,3000000.0,,
1995-06-05,0.5,106000000.0,109000000.0,3000000.0,,
1995-06-06,0.5,106000000.0,109000000.0,3000000.0,,
1995-06-07,0.5,106000000.0,109000000.0,3000000.0,,
1995-06-08,0.57,106000000.0,109000000.0,3000000.0,,
1995-06-09,0.54,106000000.0,109000000.0,3000000.0,,
1995-06-12,0.55,106000000.0,109000000.0,3000000.0,,
1995-06-13,0.55,106000000.0,109000000.0,3000000.0,,
1995-06-14,0.55,106000000.0,109000000.0,3000000.0,,
1995-06-15,0.53,106000000.0,109000000.0,3000000.0,,
1995-06-16,0.52,106000000.0,109000000.0,3000000.0,,
1995-06-19,0.53,106000000.0,109000000.0,3000000.0,,
1995-06-20,0.52,106000000.0,109000000.0,3000000.0,,
1995-06-21,0.53,106000000.0,109000000.0,3000000.0,,
1995-06-22,0.5,106000000.0,109000000.0,3000000.0,,
