date,close price,IEX_SHE,IEX_TA,IEX_TL,market cap,PB Ratio
1992-11-09,4.0,,,,,
1992-11-10,4.0,,,,,
1992-11-11,3.95,,,,,
1992-11-12,4.0,,,,,
1992-11-13,3.98,,,,,
1992-11-16,4.02,,,,,
1992-11-17,4.02,,,,,
1992-11-18,4.0,,,,,
1992-11-19,4.0,,,,,
1992-11-20,4.0,,,,,
1992-11-23,4.05,,,,,
1992-11-24,4.17,,,,,
1992-11-25,4.17,,,,,
1992-11-27,4.17,,,,,
1992-11-30,4.15,,,,,
1992-12-01,4.25,,,,,
1992-12-02,4.22,,,,,
1992-12-03,4.25,,,,,
1992-12-04,4.27,,,,,
1992-12-07,4.32,,,,,
1992-12-08,4.4,,,,,
1992-12-09,4.35,,,,,
1992-12-10,4.42,,,,,
1992-12-11,4.49,,,,,
1992-12-14,4.47,,,,,
1992-12-15,4.47,,,,,
1992-12-16,4.44,,,,,
1992-12-17,4.44,,,,,
1992-12-18,4.47,,,,,
1992-12-21,4.47,,,,,
1992-12-22,4.44,,,,,
1992-12-23,4.49,,,,,
1992-12-24,4.49,,,,,
1992-12-28,4.57,,,,,
1992-12-29,4.67,,,,,
1992-12-30,4.64,,,,,
1992-12-31,4.69,,,,,
1993-01-04,4.57,,,,,
1993-01-05,4.59,,,,,
1993-01-06,4.49,,,,,
1993-01-07,4.42,,,,,
1993-01-08,4.35,,,,,
1993-01-11,4.35,,,,,
1993-01-12,4.44,,,,,
1993-01-13,4.49,,,,,
1993-01-14,4.54,,,,,
1993-01-15,4.74,,,,,
1993-01-18,4.77,,,,,
1993-01-19,4.69,,,,,
1993-01-20,4.79,,,,,
1993-01-21,4.84,,,,,
1993-01-22,4.94,,,,,
1993-01-25,5.11,,,,,
1993-01-26,5.14,,,,,
1993-01-27,5.14,,,,,
1993-01-28,5.16,,,,,
1993-01-29,5.19,,,,,
1993-02-01,5.16,,,,,
1993-02-02,5.38,,,,,
1993-02-03,5.33,,,,,
1993-02-04,5.41,,,,,
1993-02-05,5.33,,,,,
1993-02-08,5.23,,,,,
1993-02-09,5.19,,,,,
1993-02-10,5.23,,,,,
1993-02-11,5.23,,,,,
1993-02-12,5.26,,,,,
1993-02-16,5.23,,,,,
1993-02-17,5.26,,,,,
1993-02-18,5.26,,,,,
1993-02-19,5.28,,,,,
1993-02-22,5.28,,,,,
1993-02-23,5.31,,,,,
1993-02-24,5.23,,,,,
1993-02-25,5.28,,,,,
1993-02-26,5.28,,,,,
1993-03-01,5.23,,,,,
1993-03-02,5.28,,,,,
1993-03-03,5.23,,,,,
1993-03-04,5.23,,,,,
1993-03-05,5.23,,,,,
1993-03-08,5.21,,,,,
1993-03-09,5.21,,,,,
1993-03-10,5.21,,,,,
1993-03-11,5.26,,,,,
1993-03-12,5.23,,,,,
1993-03-15,5.16,,,,,
1993-03-16,4.99,,,,,
1993-03-17,5.06,,,,,
1993-03-18,5.11,,,,,
1993-03-19,5.06,,,,,
1993-03-22,4.99,,,,,
1993-03-23,5.04,,,,,
1993-03-24,5.11,,,,,
1993-03-25,5.11,,,,,
1993-03-26,5.11,,,,,
1993-03-29,5.11,,,,,
1993-03-30,5.09,,,,,
1993-03-31,5.06,,,,,
1993-04-01,5.06,,,,,
1993-04-02,5.14,,,,,
1993-04-05,5.14,,,,,
1993-04-06,5.21,,,,,
1993-04-07,5.33,,,,,
1993-04-08,5.26,,,,,
1993-04-12,5.26,,,,,
1993-04-13,5.28,,,,,
1993-04-14,5.31,,,,,
1993-04-15,5.33,,,,,
1993-04-16,5.33,,,,,
1993-04-19,5.28,,,,,
1993-04-20,5.28,,,,,
1993-04-21,5.33,,,,,
1993-04-22,5.43,,,,,
1993-04-23,5.51,,,,,
1993-04-26,5.51,,,,,
1993-04-27,5.36,,,,,
1993-04-28,5.41,,,,,
1993-04-29,5.33,,,,,
1993-04-30,5.26,,,,,
1993-05-03,5.19,,,,,
1993-05-04,5.26,,,,,
1993-05-05,5.28,,,,,
1993-05-06,5.21,,,,,
1993-05-07,5.26,,,,,
1993-05-10,5.16,,,,,
1993-05-11,5.23,,,,,
1993-05-12,5.26,,,,,
1993-05-13,5.31,,,,,
1993-05-14,5.31,,,,,
1993-05-17,5.28,,,,,
1993-05-18,5.38,,,,,
1993-05-19,5.38,,,,,
1993-05-20,5.41,,,,,
1993-05-21,5.38,,,,,
1993-05-24,5.33,,,,,
1993-05-25,5.33,,,,,
1993-05-26,5.33,,,,,
1993-05-27,5.21,,,,,
1993-05-28,5.21,,,,,
1993-06-01,5.16,,,,,
1993-06-02,5.19,,,,,
1993-06-03,5.14,,,,,
1993-06-04,5.14,,,,,
1993-06-07,5.04,,,,,
1993-06-08,4.94,,,,,
1993-06-09,5.11,,,,,
1993-06-10,5.16,,,,,
1993-06-11,5.23,,,,,
1993-06-14,5.31,,,,,
1993-06-15,5.28,,,,,
1993-06-16,5.26,,,,,
1993-06-17,5.26,,,,,
1993-06-18,5.36,,,,,
1993-06-21,5.31,,,,,
1993-06-22,5.31,,,,,
1993-06-23,5.33,,,,,
1993-06-24,5.26,,,,,
1993-06-25,5.26,,,,,
1993-06-28,5.31,,,,,
1993-06-29,5.41,,,,,
1993-06-30,5.48,,,,,
1993-07-01,5.58,,,,,
1993-07-02,5.56,,,,,
1993-07-06,5.6,,,,,
1993-07-07,5.8,,,,,
1993-07-08,5.8,,,,,
1993-07-09,5.75,,,,,
1993-07-12,5.73,,,,,
1993-07-13,5.68,,,,,
1993-07-14,5.65,,,,,
1993-07-15,5.65,,,,,
1993-07-16,5.8,,,,,
1993-07-19,5.8,,,,,
1993-07-20,5.65,,,,,
1993-07-21,5.65,,,,,
1993-07-22,5.63,,,,,
1993-07-23,5.73,,,,,
1993-07-26,5.68,,,,,
1993-07-27,5.63,,,,,
1993-07-28,5.65,,,,,
1993-07-29,5.68,,,,,
1993-07-30,5.68,,,,,
1993-08-02,5.88,,,,,
1993-08-03,5.98,,,,,
1993-08-04,5.95,,,,,
1993-08-05,5.98,,,,,
1993-08-06,5.93,,,,,
1993-08-09,5.98,,,,,
1993-08-10,5.93,,,,,
1993-08-11,5.93,,,,,
1993-08-12,5.83,,,,,
1993-08-13,5.88,,,,,
1993-08-16,5.95,,,,,
1993-08-17,5.93,,,,,
1993-08-18,5.98,,,,,
1993-08-19,6.02,,,,,
1993-08-20,6.17,,,,,
1993-08-23,6.15,,,,,
1993-08-24,6.17,,,,,
1993-08-25,6.2,,,,,
1993-08-26,6.27,,,,,
1993-08-27,6.25,,,,,
1993-08-30,6.27,,,,,
1993-08-31,6.25,,,,,
1993-09-01,6.32,,,,,
1993-09-02,6.35,,,,,
1993-09-03,6.32,,,,,
1993-09-07,6.3,,,,,
1993-09-08,6.3,,,,,
1993-09-09,6.27,,,,,
1993-09-10,6.32,,,,,
1993-09-13,6.35,,,,,
1993-09-14,6.32,,,,,
1993-09-15,6.35,,,,,
1993-09-16,6.35,,,,,
1993-09-17,6.4,,,,,
1993-09-20,6.37,,,,,
1993-09-21,6.37,,,,,
1993-09-22,6.4,,,,,
1993-09-23,6.42,,,,,
1993-09-24,6.37,,,,,
1993-09-27,6.4,,,,,
1993-09-28,6.37,,,,,
1993-09-29,6.47,,,,,
1993-09-30,6.47,,,,,
1993-10-01,6.47,,,,,
1993-10-04,6.47,,,,,
1993-10-05,6.37,,,,,
1993-10-06,6.4,,,,,
1993-10-07,6.4,,,,,
1993-10-08,6.4,,,,,
1993-10-11,6.44,,,,,
1993-10-12,6.4,,,,,
1993-10-13,6.42,,,,,
1993-10-14,6.37,,,,,
1993-10-15,6.52,,,,,
1993-10-18,6.59,,,,,
1993-10-19,6.59,,,,,
1993-10-20,6.59,,,,,
1993-10-21,6.54,,,,,
1993-10-22,6.49,,,,,
1993-10-25,6.44,,,,,
1993-10-26,6.57,,,,,
1993-10-27,6.57,,,,,
1993-10-28,6.52,,,,,
1993-10-29,6.49,,,,,
1993-11-01,6.52,,,,,
1993-11-02,6.69,,,,,
1993-11-03,6.69,,,,,
1993-11-04,6.64,,,,,
1993-11-05,6.72,,,,,
1993-11-08,6.79,,,,,
1993-11-09,6.86,,,,,
1993-11-10,6.77,,,,,
1993-11-11,6.72,,,,,
1993-11-12,6.72,,,,,
1993-11-15,6.74,,,,,
1993-11-16,6.84,,,,,
1993-11-17,6.74,,,,,
1993-11-18,6.62,,,,,
1993-11-19,6.57,,,,,
1993-11-22,6.57,,,,,
1993-11-23,6.54,,,,,
1993-11-24,6.57,,,,,
1993-11-26,6.57,,,,,
1993-11-29,6.54,,,,,
1993-11-30,6.62,,,,,
1993-12-01,6.72,,,,,
1993-12-02,6.72,,,,,
1993-12-03,6.72,,,,,
1993-12-06,6.72,,,,,
1993-12-07,6.91,,,,,
1993-12-08,6.94,,,,,
1993-12-09,6.91,,,,,
1993-12-10,6.81,,,,,
1993-12-13,6.77,,,,,
1993-12-14,6.72,,,,,
1993-12-15,6.74,,,,,
1993-12-16,6.77,,,,,
1993-12-17,6.96,,,,,
1993-12-20,6.96,,,,,
1993-12-21,6.91,,,,,
1993-12-22,6.91,,,,,
1993-12-23,6.96,,,,,
1993-12-27,6.96,,,,,
1993-12-28,7.04,,,,,
1993-12-29,7.01,,,,,
1993-12-30,7.11,,,,,
1993-12-31,7.06,,,,,
1994-01-03,7.09,,,,,
1994-01-04,7.19,,,,,
1994-01-05,7.16,,,,,
1994-01-06,7.09,,,,,
1994-01-07,7.11,,,,,
1994-01-10,7.09,,,,,
1994-01-11,7.23,,,,,
1994-01-12,7.31,,,,,
1994-01-13,7.19,,,,,
1994-01-14,7.21,,,,,
1994-01-17,7.16,,,,,
1994-01-18,7.21,,,,,
1994-01-19,7.21,,,,,
1994-01-20,7.31,,,,,
1994-01-21,7.53,,,,,
1994-01-24,7.58,,,,,
1994-01-25,7.51,,,,,
1994-01-26,7.53,,,,,
1994-01-27,7.53,,,,,
1994-01-28,7.56,,,,,
1994-01-31,7.51,,,,,
1994-02-01,7.6,,,,,
1994-02-02,7.63,,,,,
1994-02-03,7.7,,,,,
1994-02-04,7.73,,,,,
1994-02-07,7.56,,,,,
1994-02-08,7.58,,,,,
1994-02-09,7.6,,,,,
1994-02-10,7.53,,,,,
1994-02-11,7.53,,,,,
1994-02-14,7.46,,,,,
1994-02-15,7.43,,,,,
1994-02-16,7.43,,,,,
1994-02-17,7.43,,,,,
1994-02-18,7.41,,,,,
1994-02-22,7.41,,,,,
1994-02-23,7.38,,,,,
1994-02-24,7.36,,,,,
1994-02-25,7.31,,,,,
1994-02-28,7.36,,,,,
1994-03-01,7.36,,,,,
1994-03-02,7.36,,,,,
1994-03-03,7.38,,,,,
1994-03-04,7.31,,,,,
1994-03-07,7.38,,,,,
1994-03-08,7.46,,,,,
1994-03-09,7.46,,,,,
1994-03-10,7.46,,,,,
1994-03-11,7.43,,,,,
1994-03-14,7.58,,,,,
1994-03-15,7.51,,,,,
1994-03-16,7.56,,,,,
1994-03-17,7.51,,,,,
1994-03-18,7.6,,,,,
1994-03-21,7.56,,,,,
1994-03-22,7.43,,,,,
1994-03-23,7.36,,,,,
1994-03-24,7.36,,,,,
1994-03-25,7.46,,,,,
1994-03-28,7.38,,,,,
1994-03-29,7.36,,,,,
1994-03-30,7.16,,,,,
1994-03-31,6.89,,,,,
1994-04-04,6.77,,,,,
1994-04-05,6.96,,,,,
1994-04-06,6.96,,,,,
1994-04-07,6.86,,,,,
1994-04-08,7.06,,,,,
1994-04-11,7.26,,,,,
1994-04-12,7.11,,,,,
1994-04-13,7.21,,,,,
1994-04-14,7.04,,,,,
1994-04-15,7.11,,,,,
1994-04-18,7.19,,,,,
1994-04-19,7.19,,,,,
1994-04-20,7.11,,,,,
1994-04-21,7.16,,,,,
1994-04-22,7.26,,,,,
1994-04-25,7.23,,,,,
1994-04-26,7.36,,,,,
1994-04-28,7.56,,,,,
1994-04-29,7.51,,,,,
1994-05-02,7.58,,,,,
1994-05-03,7.73,,,,,
1994-05-04,7.7,,,,,
1994-05-05,7.58,,,,,
1994-05-06,7.53,,,,,
1994-05-09,7.53,,,,,
1994-05-10,7.46,,,,,
1994-05-11,7.41,,,,,
1994-05-12,7.6,,,,,
1994-05-13,7.51,,,,,
1994-05-16,7.46,,,,,
1994-05-17,7.48,,,,,
1994-05-18,7.51,,,,,
1994-05-19,7.51,,,,,
1994-05-20,7.51,,,,,
1994-05-23,7.56,,,,,
1994-05-24,7.75,,,,,
1994-05-25,7.78,,,,,
1994-05-26,7.8,,,,,
1994-05-27,7.8,,,,,
1994-05-31,7.78,,,,,
1994-06-01,7.93,,,,,
1994-06-02,7.93,,,,,
1994-06-03,7.85,,,,,
1994-06-06,7.98,,,,,
1994-06-07,8.0,,,,,
1994-06-08,7.98,,,,,
1994-06-09,8.0,,,,,
1994-06-10,8.05,,,,,
1994-06-13,7.98,,,,,
1994-06-14,8.1,,,,,
1994-06-15,8.1,,,,,
1994-06-16,8.2,,,,,
1994-06-17,8.2,,,,,
1994-06-20,8.0,,,,,
1994-06-21,7.93,,,,,
1994-06-22,7.85,,,,,
1994-06-23,7.88,,,,,
1994-06-24,7.8,,,,,
1994-06-27,7.78,,,,,
1994-06-28,7.8,,,,,
1994-06-29,7.78,,,,,
1994-06-30,7.8,,,,,
1994-07-01,7.75,,,,,
1994-07-05,7.68,,,,,
1994-07-06,7.7,,,,,
1994-07-07,7.68,,,,,
1994-07-08,7.63,,,,,
1994-07-11,7.68,,,,,
1994-07-12,7.6,,,,,
1994-07-13,7.56,,,,,
1994-07-14,7.53,,,,,
1994-07-15,7.51,,,,,
1994-07-18,7.46,,,,,
1994-07-19,7.7,,,,,
1994-07-20,7.68,,,,,
1994-07-21,7.68,,,,,
1994-07-22,7.65,,,,,
1994-07-25,7.73,,,,,
1994-07-26,7.75,,,,,
1994-07-27,7.73,,,,,
1994-07-28,7.73,,,,,
1994-07-29,7.73,,,,,
1994-08-01,7.7,,,,,
1994-08-02,7.68,,,,,
1994-08-03,7.7,,,,,
1994-08-04,7.7,,,,,
1994-08-05,7.68,,,,,
1994-08-08,7.7,,,,,
1994-08-09,7.8,,,,,
1994-08-10,7.83,,,,,
1994-08-11,7.88,,,,,
1994-08-12,7.75,,,,,
1994-08-15,7.75,,,,,
1994-08-16,7.8,,,,,
1994-08-17,7.8,,,,,
1994-08-18,7.8,,,,,
1994-08-19,7.78,,,,,
1994-08-22,7.83,,,,,
1994-08-23,7.9,,,,,
1994-08-24,7.85,,,,,
1994-08-25,7.88,,,,,
1994-08-26,7.88,,,,,
1994-08-29,7.98,,,,,
1994-08-30,8.12,,,,,
1994-08-31,8.02,,,,,
1994-09-01,8.0,,,,,
1994-09-02,8.05,,,,,
1994-09-06,8.07,,,,,
1994-09-07,8.2,,,,,
1994-09-08,8.44,,,,,
1994-09-09,8.25,,,,,
1994-09-12,8.22,,,,,
1994-09-13,8.25,,,,,
1994-09-14,8.37,,,,,
1994-09-15,8.12,,,,,
1994-09-16,8.1,,,,,
1994-09-19,8.07,,,,,
1994-09-20,8.02,,,,,
1994-09-21,8.05,,,,,
1994-09-22,7.98,,,,,
1994-09-23,7.95,,,,,
1994-09-26,8.05,,,,,
1994-09-27,7.9,,,,,
1994-09-28,7.9,,,,,
1994-09-29,7.9,,,,,
1994-09-30,8.0,,,,,
1994-10-03,7.9,,,,,
1994-10-04,7.9,,,,,
1994-10-05,7.85,,,,,
1994-10-06,7.73,,,,,
1994-10-07,7.68,,,,,
1994-10-10,7.73,,,,,
1994-10-11,7.9,,,,,
1994-10-12,7.9,,,,,
1994-10-13,7.98,,,,,
1994-10-14,8.0,,,,,
1994-10-17,7.98,,,,,
1994-10-18,8.0,,,,,
1994-10-19,7.93,,,,,
1994-10-20,7.9,,,,,
1994-10-21,8.0,,,,,
1994-10-24,8.0,,,,,
1994-10-25,8.12,,,,,
1994-10-26,8.1,,,,,
1994-10-27,8.2,,,,,
1994-10-28,8.44,,,,,
1994-10-31,8.59,,,,,
1994-11-01,8.49,,,,,
1994-11-02,8.42,,,,,
1994-11-03,8.47,,,,,
1994-11-04,8.47,,,,,
1994-11-07,8.54,,,,,
1994-11-08,8.54,,,,,
1994-11-09,8.59,,,,,
1994-11-10,8.52,,,,,
1994-11-11,8.57,,,,,
1994-11-14,8.62,,,,,
1994-11-15,8.57,,,,,
1994-11-16,8.67,,,,,
1994-11-17,8.47,,,,,
1994-11-18,8.54,,,,,
1994-11-21,8.54,,,,,
1994-11-22,8.3,,,,,
1994-11-23,8.25,,,,,
1994-11-25,8.25,,,,,
1994-11-28,8.12,,,,,
1994-11-29,8.05,,,,,
1994-11-30,8.12,,,,,
1994-12-01,8.15,,,,,
1994-12-02,8.15,,,,,
1994-12-05,8.17,,,,,
1994-12-06,8.22,,,,,
1994-12-07,8.07,,,,,
1994-12-08,8.1,,,,,
1994-12-09,8.05,,,,,
1994-12-12,8.0,,,,,
1994-12-13,7.95,,,,,
1994-12-14,8.02,,,,,
1994-12-15,8.05,,,,,
1994-12-16,8.02,,,,,
1994-12-19,7.98,,,,,
1994-12-20,7.95,,,,,
1994-12-21,7.93,,,,,
1994-12-22,7.93,,,,,
1994-12-23,8.0,,,,,
1994-12-27,8.07,,,,,
1994-12-28,8.12,,,,,
1994-12-29,8.2,,,,,
1994-12-30,8.35,,,,,
1995-01-03,8.35,,,,,
1995-01-04,8.35,,,,,
1995-01-05,8.22,,,,,
1995-01-06,8.3,,,,,
1995-01-09,8.22,,,,,
1995-01-10,8.3,,,,,
1995-01-11,8.37,,,,,
1995-01-12,8.4,,,,,
1995-01-13,8.49,,,,,
1995-01-16,8.49,,,,,
1995-01-17,8.47,,,,,
1995-01-18,8.69,,,,,
1995-01-19,8.64,,,,,
1995-01-20,8.64,,,,,
1995-01-23,8.57,,,,,
1995-01-24,8.59,,,,,
1995-01-25,8.49,,,,,
1995-01-26,8.49,,,,,
1995-01-27,8.54,,,,,
1995-01-30,8.44,,,,,
1995-01-31,8.35,,,,,
1995-02-01,8.37,,,,,
1995-02-02,8.3,,,,,
1995-02-03,8.3,,,,,
1995-02-06,8.41,,,,,
1995-02-07,8.44,,,,,
1995-02-08,8.41,,,,,
1995-02-09,8.44,,,,,
1995-02-10,8.63,,,,,
1995-02-13,8.48,,,,,
1995-02-14,8.44,,,,,
1995-02-15,8.59,,,,,
1995-02-16,8.48,,,,,
1995-02-17,8.56,,,,,
1995-02-21,8.52,,,,,
1995-02-22,8.52,,,,,
1995-02-23,8.52,,,,,
1995-02-24,8.52,,,,,
1995-02-27,8.56,,,,,
1995-02-28,8.59,,,,,
1995-03-01,8.59,,,,,
1995-03-02,8.56,,,,,
1995-03-03,8.67,,,,,
1995-03-06,8.74,,,,,
1995-03-07,8.96,,,,,
1995-03-08,9.0,,,,,
1995-03-09,9.04,,,,,
1995-03-10,9.07,,,,,
1995-03-13,8.81,,,,,
1995-03-14,9.04,,,,,
1995-03-15,9.0,,,,,
1995-03-16,8.96,,,,,
1995-03-17,8.89,,,,,
1995-03-20,8.96,,,,,
1995-03-21,8.78,,,,,
1995-03-22,8.63,,,,,
1995-03-23,8.63,,,,,
1995-03-24,8.63,,,,,
1995-03-27,8.78,,,,,
1995-03-28,8.89,,,,,
1995-03-29,8.89,,,,,
1995-03-30,8.93,,,,,
1995-03-31,8.85,,,,,
1995-04-03,8.96,,,,,
1995-04-04,8.96,,,,,
1995-04-05,8.96,,,,,
1995-04-06,8.96,,,,,
1995-04-07,8.74,,,,,
1995-04-10,8.52,,,,,
1995-04-11,8.52,,,,,
1995-04-12,8.59,,,,,
1995-04-13,8.89,,,,,
1995-04-17,9.07,,,,,
1995-04-18,8.96,,,,,
1995-04-19,8.85,,,,,
1995-04-20,8.81,,,,,
1995-04-21,8.85,,,,,
1995-04-24,8.93,,,,,
1995-04-25,9.26,,,,,
1995-04-26,9.52,,,,,
1995-04-27,9.59,,,,,
1995-04-28,9.89,,,,,
1995-05-01,10.07,,,,,
1995-05-02,9.89,,,,,
1995-05-03,9.93,,,,,
1995-05-04,9.85,,,,,
1995-05-05,9.96,,,,,
1995-05-08,10.19,,,,,
1995-05-09,10.15,,,,,
1995-05-10,10.07,,,,,
1995-05-11,10.0,,,,,
1995-05-12,10.0,,,,,
1995-05-15,9.96,,,,,
1995-05-16,9.67,,,,,
1995-05-17,9.81,,,,,
1995-05-18,9.89,,,,,
1995-05-19,9.96,,,,,
1995-05-22,10.11,,,,,
1995-05-23,10.15,,,,,
1995-05-24,10.11,,,,,
1995-05-25,10.3,,,,,
1995-05-26,10.07,,,,,
1995-05-30,10.07,,,,,
1995-05-31,10.07,,,,,
1995-06-01,9.93,,,,,
1995-06-02,10.07,,,,,
1995-06-05,9.96,,,,,
1995-06-06,9.67,,,,,
1995-06-07,9.63,,,,,
1995-06-08,9.56,,,,,
1995-06-09,9.56,,,,,
1995-06-12,9.56,,,,,
1995-06-13,9.52,,,,,
1995-06-14,9.52,,,,,
1995-06-15,9.48,,,,,
1995-06-16,9.56,,,,,
1995-06-19,9.7,,,,,
1995-06-20,9.63,,,,,
1995-06-21,9.37,,,,,
1995-06-22,9.74,,,,,
1995-06-23,9.85,,,,,
1995-06-26,9.81,,,,,
1995-06-27,9.85,,,,,
1995-06-28,9.78,,,,,
1995-06-29,9.96,,,,,
1995-06-30,9.93,,,,,
1995-07-03,10.0,,,,,
1995-07-05,10.0,,,,,
1995-07-06,10.3,,,,,
1995-07-07,10.7,,,,,
1995-07-10,10.74,,,,,
1995-07-11,11.11,,,,,
1995-07-12,11.41,,,,,
1995-07-13,11.37,,,,,
1995-07-14,11.26,,,,,
1995-07-17,11.33,,,,,
1995-07-18,11.26,,,,,
1995-07-19,11.3,,,,,
1995-07-20,11.89,,,,,
1995-07-21,11.74,,,,,
1995-07-24,11.96,,,,,
1995-07-25,12.07,,,,,
1995-07-26,11.96,,,,,
1995-07-27,12.33,,,,,
1995-07-28,12.59,,,,,
1995-07-31,13.0,,,,,
1995-08-01,13.04,,,,,
1995-08-02,12.81,,,,,
1995-08-03,12.56,,,,,
1995-08-04,12.44,,,,,
1995-08-07,12.41,,,,,
1995-08-08,12.26,,,,,
1995-08-09,12.44,,,,,
1995-08-10,12.44,,,,,
1995-08-11,12.44,,,,,
1995-08-14,12.44,,,,,
1995-08-15,12.33,,,,,
1995-08-16,12.22,,,,,
1995-08-17,12.26,,,,,
1995-08-18,12.26,,,,,
1995-08-21,12.22,,,,,
1995-08-22,12.0,,,,,
1995-08-23,12.04,,,,,
1995-08-24,12.15,,,,,
1995-08-25,12.33,,,,,
1995-08-28,12.19,,,,,
1995-08-29,12.15,,,,,
1995-08-30,12.04,,,,,
1995-08-31,11.93,,,,,
1995-09-01,11.93,,,,,
1995-09-05,11.89,,,,,
1995-09-06,12.0,,,,,
1995-09-07,11.96,,,,,
1995-09-08,11.89,,,,,
1995-09-11,11.85,,,,,
1995-09-12,11.93,,,,,
1995-09-13,11.93,,,,,
1995-09-14,11.74,,,,,
1995-09-15,11.74,,,,,
1995-09-18,11.85,,,,,
1995-09-19,12.04,,,,,
1995-09-20,12.04,,,,,
1995-09-21,12.04,,,,,
1995-09-22,12.04,,,,,
1995-09-25,11.89,,,,,
1995-09-26,11.81,,,,,
1995-09-27,11.63,,,,,
1995-09-28,11.26,,,,,
1995-09-29,10.59,,,,,
1995-10-02,10.89,,,,,
1995-10-03,11.0,,,,,
1995-10-04,11.11,,,,,
1995-10-05,11.33,,,,,
1995-10-06,11.37,,,,,
1995-10-09,11.3,,,,,
1995-10-10,11.3,,,,,
1995-10-11,11.11,,,,,
1995-10-12,11.26,,,,,
1995-10-13,11.26,,,,,
1995-10-16,11.48,,,,,
1995-10-17,11.41,,,,,
1995-10-18,11.37,,,,,
1995-10-19,11.3,,,,,
1995-10-20,11.41,,,,,
1995-10-23,11.33,,,,,
1995-10-24,11.19,,,,,
1995-10-25,11.07,,,,,
1995-10-26,11.15,,,,,
1995-10-27,10.96,,,,,
1995-10-30,10.96,,,,,
1995-10-31,11.19,,,,,
1995-11-01,11.11,,,,,
1995-11-02,11.04,,,,,
1995-11-03,11.04,,,,,
1995-11-06,11.15,,,,,
1995-11-07,11.11,,,,,
1995-11-08,11.26,,,,,
1995-11-09,11.41,,,,,
1995-11-10,11.44,,,,,
1995-11-13,11.41,,,,,
1995-11-14,11.48,,,,,
1995-11-15,11.52,,,,,
1995-11-16,11.56,,,,,
1995-11-17,11.67,,,,,
1995-11-20,11.74,,,,,
1995-11-21,11.67,,,,,
1995-11-22,11.56,,,,,
1995-11-24,11.56,,,,,
1995-11-27,11.78,,,,,
1995-11-28,11.85,,,,,
1995-11-29,12.04,,,,,
1995-11-30,12.19,,,,,
1995-12-01,12.19,,,,,
1995-12-04,12.04,,,,,
1995-12-05,12.11,,,,,
1995-12-06,12.19,,,,,
1995-12-07,12.07,,,,,
1995-12-08,12.33,,,,,
1995-12-11,12.44,,,,,
1995-12-12,12.44,,,,,
1995-12-13,12.59,,,,,
1995-12-14,12.74,,,,,
1995-12-15,12.74,,,,,
1995-12-18,12.63,,,,,
1995-12-19,12.56,,,,,
1995-12-20,12.67,,,,,
1995-12-21,12.67,,,,,
1995-12-22,12.56,,,,,
1995-12-26,12.41,,,,,
1995-12-27,12.33,,,,,
1995-12-28,12.33,,,,,
1995-12-29,12.07,,,,,
1996-01-02,12.07,,,,,
1996-01-03,12.15,,,,,
1996-01-04,12.19,,,,,
1996-01-05,12.15,,,,,
1996-01-08,12.3,,,,,
1996-01-09,12.15,,,,,
1996-01-10,11.67,,,,,
1996-01-11,12.07,,,,,
1996-01-12,12.19,,,,,
1996-01-15,12.0,,,,,
1996-01-16,11.78,,,,,
1996-01-17,11.37,,,,,
1996-01-18,10.96,,,,,
1996-01-19,10.89,,,,,
1996-01-22,11.11,,,,,
1996-01-23,11.33,,,,,
1996-01-24,11.41,,,,,
1996-01-25,11.33,,,,,
1996-01-26,11.3,,,,,
1996-01-29,11.26,,,,,
1996-01-30,11.26,,,,,
1996-01-31,11.26,,,,,
1996-02-01,11.19,,,,,
1996-02-02,11.15,,,,,
1996-02-05,11.15,,,,,
1996-02-06,11.11,,,,,
1996-02-07,10.93,,,,,
1996-02-08,10.85,,,,,
1996-02-09,11.0,,,,,
1996-02-12,11.07,,,,,
1996-02-13,11.19,,,,,
1996-02-14,11.15,,,,,
1996-02-15,11.15,,,,,
1996-02-16,11.15,,,,,
1996-02-20,11.11,,,,,
1996-02-21,11.07,,,,,
1996-02-22,11.19,,,,,
1996-02-23,11.07,,,,,
1996-02-26,11.11,,,,,
1996-02-27,11.11,,,,,
1996-02-28,10.96,,,,,
1996-02-29,10.85,,,,,
1996-03-01,11.04,,,,,
1996-03-04,11.0,,,,,
1996-03-05,11.07,,,,,
1996-03-06,11.15,,,,,
1996-03-07,11.19,,,,,
1996-03-08,10.96,,,,,
1996-03-11,11.0,,,,,
1996-03-12,11.15,,,,,
1996-03-13,11.19,,,,,
1996-03-14,11.33,,,,,
1996-03-15,11.3,,,,,
1996-03-18,11.48,,,,,
1996-03-19,11.59,,,,,
1996-03-20,11.7,,,,,
1996-03-21,11.52,,,,,
1996-03-22,11.7,,,,,
1996-03-25,11.67,,,,,
1996-03-26,11.81,,,,,
1996-03-27,11.78,,,,,
1996-03-28,11.59,,,,,
1996-03-29,11.52,,,,,
1996-04-01,11.78,,,,,
1996-04-02,11.67,,,,,
1996-04-03,11.67,,,,,
1996-04-04,11.74,,,,,
1996-04-08,11.67,,,,,
1996-04-09,11.96,,,,,
1996-04-10,11.74,,,,,
1996-04-11,11.78,,,,,
1996-04-12,11.81,,,,,
1996-04-15,11.81,,,,,
1996-04-16,11.93,,,,,
1996-04-17,12.15,,,,,
1996-04-18,12.04,,,,,
1996-04-19,12.04,,,,,
1996-04-22,11.89,,,,,
