date,OXY,dcf,Deviation
1993-12-16,8.44,,
1993-12-17,8.32,,
1993-12-20,8.2,,
1993-12-21,8.14,,
1993-12-22,8.14,,
1993-12-23,8.2,,
1993-12-27,8.26,,
1993-12-28,8.2,,
1993-12-29,8.2,,
1993-12-30,8.14,,
1993-12-31,8.14,,
1994-01-03,8.38,,
1994-01-04,8.32,,
1994-01-05,8.5,,
1994-01-06,8.62,,
1994-01-07,8.62,,
1994-01-10,8.74,,
1994-01-11,8.56,,
1994-01-12,8.5,,
1994-01-13,8.5,,
1994-01-14,8.56,,
1994-01-17,8.44,,
1994-01-18,8.62,,
1994-01-19,8.62,,
1994-01-20,8.62,,
1994-01-21,8.68,,
1994-01-24,8.74,,
1994-01-25,8.92,,
1994-01-26,8.68,,
1994-01-27,8.5,,
1994-01-28,8.62,,
1994-01-31,8.62,,
1994-02-01,8.98,,
1994-02-02,9.04,,
1994-02-03,9.04,,
1994-02-04,8.86,,
1994-02-07,8.98,,
1994-02-08,8.86,,
1994-02-09,8.98,,
1994-02-10,8.98,,
1994-02-11,8.92,,
1994-02-14,8.92,,
1994-02-15,8.86,,
1994-02-16,8.86,,
1994-02-17,8.8,,
1994-02-18,8.68,,
1994-02-22,8.74,,
1994-02-23,8.92,,
1994-02-24,8.74,,
1994-02-25,8.68,,
1994-02-28,8.68,,
1994-03-01,8.62,,
1994-03-02,8.44,,
1994-03-03,8.5,,
1994-03-04,8.38,,
1994-03-07,8.26,,
1994-03-08,8.2,,
1994-03-09,8.2,,
1994-03-10,8.2,,
1994-03-11,8.38,,
1994-03-14,8.14,,
1994-03-15,8.26,,
1994-03-16,8.38,,
1994-03-17,8.44,,
1994-03-18,8.44,,
1994-03-21,8.38,,
1994-03-22,8.38,,
1994-03-23,8.26,,
1994-03-24,8.32,,
1994-03-25,8.26,,
1994-03-28,8.26,,
1994-03-29,8.2,,
1994-03-30,7.72,,
1994-03-31,7.72,,
1994-04-04,7.6,,
1994-04-05,7.66,,
1994-04-06,7.66,,
1994-04-07,7.6,,
1994-04-08,7.48,,
1994-04-11,7.66,,
1994-04-12,7.48,,
1994-04-13,7.31,,
1994-04-14,7.72,,
1994-04-15,8.14,,
1994-04-18,8.2,,
1994-04-19,8.14,,
1994-04-20,8.14,,
1994-04-21,7.96,,
1994-04-22,8.14,,
1994-04-25,8.26,,
1994-04-26,8.44,,
1994-04-28,8.5,,
1994-04-29,8.5,,
1994-05-02,8.38,,
1994-05-03,8.38,,
1994-05-04,8.38,,
1994-05-05,8.38,,
1994-05-06,8.38,,
1994-05-09,8.38,,
1994-05-10,8.32,,
1994-05-11,8.44,,
1994-05-12,8.56,,
1994-05-13,8.62,,
1994-05-16,8.92,,
1994-05-17,9.22,,
1994-05-18,9.16,,
1994-05-19,9.1,,
1994-05-20,9.16,,
1994-05-23,9.04,,
1994-05-24,9.1,,
1994-05-25,9.16,,
1994-05-26,9.22,,
1994-05-27,9.16,,
1994-05-31,9.28,,
1994-06-01,9.22,,
1994-06-02,9.34,,
1994-06-03,9.28,,
1994-06-06,9.1,,
1994-06-07,9.04,,
1994-06-08,9.04,,
1994-06-09,9.04,,
1994-06-10,9.1,,
1994-06-13,9.1,,
1994-06-14,9.16,,
1994-06-15,9.22,,
1994-06-16,9.34,,
1994-06-17,9.16,,
1994-06-20,9.1,,
1994-06-21,9.16,,
1994-06-22,9.46,,
1994-06-23,9.46,,
1994-06-24,9.34,,
1994-06-27,9.52,,
1994-06-28,9.22,,
1994-06-29,9.16,,
1994-06-30,9.04,,
1994-07-01,9.1,,
1994-07-05,9.22,,
1994-07-06,9.22,,
1994-07-07,9.16,,
1994-07-08,9.28,,
1994-07-11,9.28,,
1994-07-12,9.4,,
1994-07-13,9.46,,
1994-07-14,9.28,,
1994-07-15,9.4,,
1994-07-18,9.34,,
1994-07-19,9.52,,
1994-07-20,9.58,,
1994-07-21,9.52,,
1994-07-22,9.46,,
1994-07-25,9.46,,
1994-07-26,9.58,,
1994-07-27,9.52,,
1994-07-28,9.58,,
1994-07-29,9.52,,
1994-08-01,9.58,,
1994-08-02,9.58,,
1994-08-03,10.06,,
1994-08-04,10.06,,
1994-08-05,10.12,,
1994-08-08,10.0,,
1994-08-09,10.24,,
1994-08-10,10.12,,
1994-08-11,10.06,,
1994-08-12,10.24,,
1994-08-15,10.12,,
1994-08-16,10.0,,
1994-08-17,10.0,,
1994-08-18,10.0,,
1994-08-19,9.88,,
1994-08-22,10.0,,
1994-08-23,10.0,,
1994-08-24,10.06,,
1994-08-25,9.94,,
1994-08-26,9.94,,
1994-08-29,10.18,,
1994-08-30,10.42,,
1994-08-31,10.66,,
1994-09-01,10.42,,
1994-09-02,10.3,,
1994-09-06,10.18,,
1994-09-07,10.36,,
1994-09-08,10.42,,
1994-09-09,10.3,,
1994-09-12,10.18,,
1994-09-13,10.3,,
1994-09-14,10.3,,
1994-09-15,10.3,,
1994-09-16,10.18,,
1994-09-19,10.24,,
1994-09-20,10.0,,
1994-09-21,9.94,,
1994-09-22,10.06,,
1994-09-23,10.0,,
1994-09-26,9.88,,
1994-09-27,9.88,,
1994-09-28,9.94,,
1994-09-29,10.0,,
1994-09-30,10.06,,
1994-10-03,9.94,,
1994-10-04,9.76,,
1994-10-05,9.76,,
1994-10-06,9.88,,
1994-10-07,9.88,,
1994-10-10,9.82,,
1994-10-11,9.82,,
1994-10-12,9.64,,
1994-10-13,9.82,,
1994-10-14,9.94,,
1994-10-17,10.06,,
1994-10-18,9.94,,
1994-10-19,10.18,,
1994-10-20,9.94,,
1994-10-21,10.12,,
1994-10-24,10.0,,
1994-10-25,10.0,,
1994-10-26,10.18,,
1994-10-27,10.42,,
1994-10-28,10.48,,
1994-10-31,10.48,,
1994-11-01,10.12,,
1994-11-02,10.06,,
1994-11-03,10.3,,
1994-11-04,10.06,,
1994-11-07,9.88,,
1994-11-08,9.94,,
1994-11-09,9.88,,
1994-11-10,9.7,,
1994-11-11,9.58,,
1994-11-14,9.58,,
1994-11-15,9.7,,
1994-11-16,9.76,,
1994-11-17,9.76,,
1994-11-18,9.52,,
1994-11-21,9.34,,
1994-11-22,9.22,,
1994-11-23,9.1,,
1994-11-25,9.22,,
1994-11-28,9.4,,
1994-11-29,9.34,,
1994-11-30,9.4,,
1994-12-01,9.22,,
1994-12-02,9.34,,
1994-12-05,9.34,,
1994-12-06,9.34,,
1994-12-07,8.98,,
1994-12-08,8.8,,
1994-12-09,9.1,,
1994-12-12,9.34,,
1994-12-13,9.28,,
1994-12-14,9.1,,
1994-12-15,9.22,,
1994-12-16,9.4,,
1994-12-19,9.34,,
1994-12-20,9.22,,
1994-12-21,9.28,,
1994-12-22,9.28,,
1994-12-23,9.4,,
1994-12-27,9.4,,
1994-12-28,9.28,,
1994-12-29,9.22,,
1994-12-30,9.22,,
1995-01-03,9.4,,
1995-01-04,9.28,,
1995-01-05,9.16,,
1995-01-06,9.34,,
1995-01-09,9.34,,
1995-01-10,9.4,,
1995-01-11,9.4,,
1995-01-12,9.34,,
1995-01-13,9.28,,
1995-01-16,9.28,,
1995-01-17,9.52,,
1995-01-18,9.58,,
1995-01-19,9.46,,
1995-01-20,9.4,,
1995-01-23,9.46,,
1995-01-24,9.52,,
1995-01-25,9.46,,
1995-01-26,9.76,,
1995-01-27,9.58,,
1995-01-30,9.16,,
1995-01-31,8.92,,
1995-02-01,8.74,,
1995-02-02,8.92,,
1995-02-03,9.1,,
1995-02-06,9.22,,
1995-02-07,9.1,,
1995-02-08,8.98,,
1995-02-09,9.1,,
1995-02-10,9.1,,
1995-02-13,9.1,,
1995-02-14,9.16,,
1995-02-15,9.28,,
1995-02-16,9.22,,
1995-02-17,9.1,,
1995-02-21,9.52,,
1995-02-22,9.52,,
1995-02-23,9.52,,
1995-02-24,9.58,,
1995-02-27,9.46,,
1995-02-28,9.46,,
1995-03-01,9.52,,
1995-03-02,9.46,,
1995-03-03,9.46,,
1995-03-06,9.34,,
1995-03-07,9.46,,
1995-03-08,9.76,,
1995-03-09,9.88,,
1995-03-10,9.82,,
1995-03-13,10.0,,
1995-03-14,9.88,,
1995-03-15,9.82,,
1995-03-16,9.88,,
1995-03-17,9.88,,
1995-03-20,9.76,,
1995-03-21,9.82,,
1995-03-22,9.82,,
1995-03-23,9.94,,
1995-03-24,9.88,,
1995-03-27,10.12,,
1995-03-28,10.18,,
1995-03-29,10.42,,
1995-03-30,10.36,,
1995-03-31,10.48,,
1995-04-03,10.48,,
1995-04-04,10.9,,
1995-04-05,11.08,,
1995-04-06,11.02,,
1995-04-07,10.78,,
1995-04-10,10.78,,
1995-04-11,10.78,,
1995-04-12,10.9,,
1995-04-13,11.02,,
1995-04-17,11.08,,
1995-04-18,10.96,,
1995-04-19,11.08,,
1995-04-20,11.26,,
1995-04-21,11.5,,
1995-04-24,11.32,,
1995-04-25,11.44,,
1995-04-26,11.32,,
1995-04-27,11.08,,
1995-04-28,11.02,,
1995-05-01,11.32,,
1995-05-02,11.32,,
1995-05-03,11.38,,
1995-05-04,11.2,,
1995-05-05,11.14,,
1995-05-08,11.2,,
1995-05-09,11.14,,
1995-05-10,11.56,,
1995-05-11,11.5,,
1995-05-12,11.5,,
1995-05-15,11.56,,
1995-05-16,11.44,,
1995-05-17,11.44,,
1995-05-18,11.26,,
1995-05-19,11.14,,
1995-05-22,11.02,,
1995-05-23,11.2,,
1995-05-24,11.02,,
1995-05-25,10.96,,
1995-05-26,10.84,,
1995-05-30,11.08,,
1995-05-31,11.02,,
1995-06-01,11.08,,
1995-06-02,10.9,,
1995-06-05,10.84,,
1995-06-06,10.9,,
1995-06-07,10.96,,
1995-06-08,10.72,,
1995-06-09,10.66,,
1995-06-12,10.48,,
1995-06-13,10.48,,
1995-06-14,10.3,,
1995-06-15,10.3,,
1995-06-16,10.36,,
1995-06-19,10.66,,
1995-06-20,10.48,,
1995-06-21,10.24,,
1995-06-22,10.42,,
1995-06-23,10.66,,
1995-06-26,10.54,,
1995-06-27,10.78,,
1995-06-28,10.72,,
1995-06-29,10.96,,
1995-06-30,10.96,,
1995-07-03,10.84,,
1995-07-05,10.78,,
1995-07-06,10.84,,
1995-07-07,11.26,,
1995-07-10,11.14,,
1995-07-11,10.96,,
1995-07-12,11.14,,
1995-07-13,11.14,,
1995-07-14,11.32,,
1995-07-17,11.26,,
1995-07-18,11.14,,
1995-07-19,11.14,,
1995-07-20,11.26,,
1995-07-21,11.14,,
1995-07-24,11.26,,
1995-07-25,11.32,,
1995-07-26,11.26,,
1995-07-27,11.08,,
1995-07-28,10.78,,
1995-07-31,10.78,,
1995-08-01,10.9,,
1995-08-02,10.96,,
1995-08-03,10.84,,
1995-08-04,10.78,,
1995-08-07,10.9,,
1995-08-08,10.84,,
1995-08-09,10.72,,
1995-08-10,10.66,,
1995-08-11,10.54,,
1995-08-14,10.42,,
1995-08-15,10.36,,
1995-08-16,10.3,,
1995-08-17,10.6,,
1995-08-18,10.36,,
1995-08-21,10.42,,
1995-08-22,10.54,,
1995-08-23,10.54,,
1995-08-24,10.3,,
1995-08-25,10.48,,
1995-08-28,10.48,,
1995-08-29,10.6,,
1995-08-30,10.48,,
1995-08-31,10.42,,
1995-09-01,10.72,,
1995-09-05,10.78,,
1995-09-06,10.72,,
1995-09-07,10.66,,
1995-09-08,10.72,,
1995-09-11,10.9,,
1995-09-12,11.08,,
1995-09-13,10.96,,
1995-09-14,10.84,,
1995-09-15,10.96,,
1995-09-18,10.84,,
1995-09-19,10.72,,
1995-09-20,10.72,,
1995-09-21,10.84,,
1995-09-22,10.66,,
1995-09-25,10.9,,
1995-09-26,10.24,,
1995-09-27,10.36,,
1995-09-28,10.3,,
1995-09-29,10.48,,
1995-10-02,10.3,,
1995-10-03,10.3,,
1995-10-04,10.18,,
1995-10-05,10.18,,
1995-10-06,10.12,,
1995-10-09,10.06,,
1995-10-10,10.0,,
1995-10-11,9.94,,
1995-10-12,10.06,,
1995-10-13,10.06,,
1995-10-16,10.06,,
1995-10-17,10.12,,
1995-10-18,10.0,,
1995-10-19,10.0,,
1995-10-20,9.88,,
1995-10-23,9.94,,
1995-10-24,10.12,,
1995-10-25,10.48,,
1995-10-26,10.3,,
1995-10-27,10.06,,
1995-10-30,10.36,,
1995-10-31,10.3,,
1995-11-01,10.24,,
1995-11-02,10.18,,
1995-11-03,10.18,,
1995-11-06,10.18,,
1995-11-07,10.3,,
1995-11-08,10.66,,
1995-11-09,10.6,,
1995-11-10,10.66,,
1995-11-13,10.54,,
1995-11-14,10.6,,
1995-11-15,10.84,,
1995-11-16,11.08,,
1995-11-17,11.26,,
1995-11-20,11.02,,
1995-11-21,10.96,,
1995-11-22,10.96,,
1995-11-24,10.9,,
1995-11-27,10.78,,
1995-11-28,10.66,,
1995-11-29,10.6,,
1995-11-30,10.6,,
1995-12-01,10.66,,
1995-12-04,10.78,,
1995-12-05,10.66,,
1995-12-06,10.66,,
1995-12-07,10.3,,
1995-12-08,10.24,,
1995-12-11,10.24,,
1995-12-12,10.24,,
1995-12-13,10.18,,
1995-12-14,10.0,,
1995-12-15,9.88,,
1995-12-18,9.7,,
1995-12-19,9.88,,
1995-12-20,10.06,,
1995-12-21,10.42,,
1995-12-22,10.48,,
1995-12-26,10.36,,
1995-12-27,10.24,,
1995-12-28,10.18,,
1995-12-29,10.24,,
1996-01-02,10.36,,
1996-01-03,10.18,,
1996-01-04,10.3,,
1996-01-05,10.48,,
1996-01-08,10.72,,
1996-01-09,10.48,,
1996-01-10,10.3,,
1996-01-11,10.12,,
1996-01-12,10.0,,
1996-01-15,9.82,,
1996-01-16,9.82,,
1996-01-17,9.94,,
1996-01-18,9.94,,
1996-01-19,9.76,,
1996-01-22,9.76,,
1996-01-23,9.94,,
1996-01-24,10.0,,
1996-01-25,10.18,,
1996-01-26,10.18,,
1996-01-29,10.18,,
1996-01-30,10.3,,
1996-01-31,10.3,,
1996-02-01,10.6,,
1996-02-02,10.6,,
1996-02-05,10.6,,
1996-02-06,10.48,,
1996-02-07,10.6,,
1996-02-08,10.54,,
1996-02-09,10.54,,
1996-02-12,10.84,,
1996-02-13,11.32,,
1996-02-14,11.5,,
1996-02-15,11.5,,
1996-02-16,11.38,,
1996-02-20,11.32,,
1996-02-21,11.5,,
1996-02-22,11.5,,
1996-02-23,11.44,,
1996-02-26,11.26,,
1996-02-27,11.14,,
1996-02-28,11.26,,
1996-02-29,11.08,,
1996-03-01,11.14,,
1996-03-04,11.38,,
1996-03-05,11.38,,
1996-03-06,11.44,,
1996-03-07,11.5,,
1996-03-08,11.08,,
1996-03-11,11.44,,
1996-03-12,11.5,,
1996-03-13,12.16,,
1996-03-14,12.16,,
1996-03-15,12.22,,
1996-03-18,12.28,,
1996-03-19,12.51,,
1996-03-20,12.1,,
1996-03-21,11.98,,
1996-03-22,12.28,,
1996-03-25,12.51,,
1996-03-26,12.57,,
1996-03-27,12.57,,
1996-03-28,12.81,,
1996-03-29,12.75,,
1996-04-01,12.93,,
1996-04-02,12.81,,
1996-04-03,12.69,,
1996-04-04,12.63,,
1996-04-08,12.16,,
1996-04-09,12.28,,
1996-04-10,11.98,,
1996-04-11,12.04,,
1996-04-12,11.92,,
1996-04-15,11.98,,
1996-04-16,12.34,,
1996-04-17,12.75,,
1996-04-18,12.75,,
1996-04-19,12.75,,
1996-04-22,12.81,,
1996-04-23,12.93,,
1996-04-24,12.93,,
1996-04-25,12.93,,
1996-04-26,12.75,,
1996-04-29,12.51,,
1996-04-30,12.28,,
1996-05-01,12.34,,
1996-05-02,12.22,,
1996-05-03,12.28,,
1996-05-06,12.39,,
1996-05-07,11.98,,
1996-05-08,11.92,,
1996-05-09,12.34,,
1996-05-10,12.39,,
1996-05-13,12.34,,
1996-05-14,12.75,,
1996-05-15,12.81,,
1996-05-16,12.51,,
1996-05-17,12.45,,
1996-05-20,12.75,,
1996-05-21,12.87,,
1996-05-22,12.81,,
1996-05-23,12.87,,
1996-05-24,12.81,,
1996-05-28,12.63,,
1996-05-29,12.45,,
1996-05-30,12.57,,
1996-05-31,12.39,,
1996-06-03,12.22,,
1996-06-04,12.22,,
1996-06-05,12.28,,
1996-06-06,11.74,,
1996-06-07,12.16,,
1996-06-10,12.1,,
1996-06-11,12.04,,
1996-06-12,12.22,,
1996-06-13,11.98,,
1996-06-14,11.92,,
1996-06-17,12.04,,
1996-06-18,11.98,,
1996-06-19,11.8,,
1996-06-20,11.92,,
1996-06-21,11.98,,
1996-06-24,12.04,,
1996-06-25,12.04,,
1996-06-26,12.1,,
1996-06-27,12.04,,
1996-06-28,11.86,,
1996-07-01,11.98,,
1996-07-02,12.1,,
1996-07-03,12.16,,
1996-07-05,12.04,,
1996-07-08,11.74,,
1996-07-09,11.68,,
1996-07-10,11.68,,
1996-07-11,11.44,,
1996-07-12,11.38,,
1996-07-15,11.14,,
1996-07-16,11.08,,
1996-07-17,11.02,,
1996-07-18,11.08,,
1996-07-19,11.08,,
1996-07-22,10.9,,
1996-07-23,10.66,,
1996-07-24,10.48,,
1996-07-25,10.54,,
1996-07-26,10.66,,
1996-07-29,10.6,,
1996-07-30,10.66,,
1996-07-31,10.72,,
1996-08-01,10.78,,
1996-08-02,11.02,,
1996-08-05,11.02,,
1996-08-06,11.08,,
1996-08-07,11.08,,
1996-08-08,11.14,,
1996-08-09,11.26,,
1996-08-12,11.44,,
1996-08-13,11.32,,
1996-08-14,11.14,,
1996-08-15,11.08,,
1996-08-16,11.2,,
1996-08-19,11.44,,
1996-08-20,11.56,,
1996-08-21,11.5,,
1996-08-22,11.44,,
1996-08-23,11.5,,
1996-08-26,11.32,,
1996-08-27,11.26,,
1996-08-28,11.38,,
1996-08-29,11.2,,
1996-08-30,11.14,,
1996-09-03,11.32,,
1996-09-04,11.44,,
1996-09-05,11.38,,
1996-09-06,11.2,,
1996-09-09,11.32,,
1996-09-10,11.2,,
1996-09-11,11.44,,
1996-09-12,11.32,,
1996-09-13,11.14,,
1996-09-16,11.2,,
1996-09-17,11.08,,
1996-09-18,11.02,,
1996-09-19,11.08,,
1996-09-20,11.14,,
1996-09-23,11.14,,
1996-09-24,11.26,,
1996-09-25,11.2,,
1996-09-26,11.14,,
1996-09-27,11.08,,
1996-09-30,11.2,,
1996-10-01,11.38,,
1996-10-02,11.44,,
1996-10-03,11.44,,
1996-10-04,11.68,,
1996-10-07,11.62,,
1996-10-08,11.74,,
1996-10-09,11.74,,
1996-10-10,11.68,,
1996-10-11,11.68,,
1996-10-14,11.8,,
1996-10-15,11.74,,
1996-10-16,11.92,,
1996-10-17,12.1,,
1996-10-18,12.04,,
1996-10-21,12.1,,
1996-10-22,12.16,,
1996-10-23,11.86,,
1996-10-24,11.68,,
1996-10-25,11.56,,
1996-10-28,11.5,,
1996-10-29,11.74,,
1996-10-30,11.74,,
1996-10-31,11.74,,
1996-11-01,11.56,,
1996-11-04,11.56,,
1996-11-05,11.44,,
1996-11-06,11.8,,
1996-11-07,11.74,,
1996-11-08,11.62,,
1996-11-11,11.56,,
1996-11-12,11.68,,
1996-11-13,11.56,,
1996-11-14,11.68,,
1996-11-15,11.68,,
1996-11-18,11.86,,
1996-11-19,11.8,,
1996-11-20,11.8,,
1996-11-21,11.92,,
1996-11-22,11.5,,
1996-11-25,11.5,,
1996-11-26,11.38,,
1996-11-27,11.44,,
1996-11-29,11.5,,
1996-12-02,11.5,,
1996-12-03,11.32,,
1996-12-04,11.44,,
1996-12-05,11.62,,
1996-12-06,11.32,,
1996-12-09,11.08,,
1996-12-10,11.02,,
1996-12-11,10.66,,
1996-12-12,10.48,,
1996-12-13,10.6,,
1996-12-16,10.48,,
1996-12-17,10.48,,
1996-12-18,10.66,,
1996-12-19,10.84,,
1996-12-20,11.2,,
1996-12-23,11.38,,
1996-12-24,11.38,,
1996-12-26,11.32,,
1996-12-27,11.32,,
1996-12-30,11.38,,
1996-12-31,11.2,,
1997-01-02,11.2,,
1997-01-03,11.32,,
1997-01-06,11.26,,
1997-01-07,11.44,,
1997-01-08,11.38,,
1997-01-09,11.8,,
1997-01-10,11.92,,
1997-01-13,11.86,,
1997-01-14,11.98,,
1997-01-15,12.04,,
1997-01-16,12.04,,
1997-01-17,12.28,,
1997-01-20,12.57,,
1997-01-21,12.51,,
1997-01-22,12.57,,
1997-01-23,12.45,,
1997-01-24,12.39,,
1997-01-27,12.22,,
1997-01-28,12.28,,
1997-01-29,12.16,,
1997-01-30,12.22,,
1997-01-31,12.22,,
1997-02-03,12.28,,
1997-02-04,12.34,,
1997-02-05,12.28,,
1997-02-06,12.22,,
1997-02-07,12.1,,
1997-02-10,11.98,,
1997-02-11,11.98,,
1997-02-12,12.22,,
1997-02-13,12.39,,
1997-02-14,12.45,,
1997-02-18,12.28,,
1997-02-19,12.28,,
1997-02-20,12.28,,
1997-02-21,12.34,,
1997-02-24,12.1,,
1997-02-25,12.28,,
1997-02-26,12.34,,
1997-02-27,12.22,,
1997-02-28,12.28,,
1997-03-03,12.22,,
1997-03-04,12.39,,
1997-03-05,12.22,,
1997-03-06,12.1,,
1997-03-07,12.16,,
1997-03-10,12.28,,
1997-03-11,12.28,,
1997-03-12,11.86,,
1997-03-13,11.86,,
1997-03-14,11.92,,
1997-03-17,11.86,,
1997-03-18,11.92,,
1997-03-19,11.86,,
1997-03-20,11.86,,
1997-03-21,11.98,,
1997-03-24,11.98,,
1997-03-25,11.86,,
1997-03-26,12.04,,
1997-03-27,11.92,,
1997-03-31,11.8,,
1997-04-01,11.68,,
1997-04-02,11.5,,
1997-04-03,11.02,,
1997-04-04,11.14,,
1997-04-07,11.32,,
1997-04-08,11.44,,
1997-04-09,11.38,,
1997-04-10,11.32,,
1997-04-11,10.9,,
1997-04-14,10.96,,
1997-04-15,10.9,,
1997-04-16,10.78,,
1997-04-17,10.78,,
1997-04-18,10.66,,
1997-04-21,10.66,,
1997-04-22,10.54,,
1997-04-23,10.72,,
1997-04-24,10.54,,
1997-04-25,10.54,,
1997-04-28,10.48,,
1997-04-29,10.72,,
1997-04-30,10.54,,
1997-05-01,10.48,,
1997-05-02,10.48,,
1997-05-05,10.78,,
1997-05-06,10.84,,
1997-05-07,10.9,,
1997-05-08,11.02,,
1997-05-09,11.26,,
1997-05-12,11.08,,
1997-05-13,11.02,,
1997-05-14,11.08,,
1997-05-15,11.08,,
1997-05-16,10.96,,
1997-05-19,11.08,,
1997-05-20,11.08,,
1997-05-21,11.08,,
1997-05-22,11.26,,
1997-05-23,11.26,,
1997-05-27,11.38,,
1997-05-28,11.38,,
1997-05-29,11.38,,
1997-05-30,11.14,,
1997-06-02,11.14,,
1997-06-03,11.32,,
1997-06-04,11.26,,
1997-06-05,11.26,,
1997-06-06,11.26,,
1997-06-09,11.38,,
1997-06-10,11.38,,
1997-06-11,11.44,,
1997-06-12,11.44,,
1997-06-13,11.68,,
1997-06-16,11.62,,
1997-06-17,11.5,,
1997-06-18,11.56,,
1997-06-19,11.74,,
1997-06-20,11.8,,
1997-06-23,11.62,,
1997-06-24,11.74,,
1997-06-25,12.07,,
1997-06-26,12.13,,
1997-06-27,12.07,,
1997-06-30,12.01,,
1997-07-01,12.1,,
1997-07-02,12.16,,
1997-07-03,12.31,,
1997-07-07,12.25,,
1997-07-08,12.31,,
1997-07-09,12.1,,
1997-07-10,12.04,,
1997-07-11,12.04,,
1997-07-14,11.74,,
1997-07-15,11.47,,
1997-07-16,11.63,,
1997-07-17,11.8,,
1997-07-18,11.74,,
1997-07-21,11.74,,
1997-07-22,11.59,,
1997-07-23,11.32,,
1997-07-24,11.2,,
1997-07-25,11.38,,
1997-07-28,11.62,,
1997-07-29,11.98,,
1997-07-30,12.01,,
1997-07-31,12.01,,
1997-08-01,11.92,,
1997-08-04,11.86,,
1997-08-05,12.13,,
1997-08-06,12.28,,
1997-08-07,12.22,,
1997-08-08,11.89,,
1997-08-11,11.95,,
1997-08-12,11.86,,
1997-08-13,11.77,,
1997-08-14,11.68,,
1997-08-15,11.56,,
1997-08-18,11.53,,
1997-08-19,11.32,,
1997-08-20,11.53,,
1997-08-21,11.47,,
1997-08-22,11.53,,
1997-08-25,11.38,,
1997-08-26,11.32,,
1997-08-27,11.47,,
1997-08-28,11.32,,
1997-08-29,11.23,,
1997-09-02,11.5,,
1997-09-03,11.8,,
1997-09-04,11.98,,
1997-09-05,11.8,,
1997-09-08,11.83,,
1997-09-09,11.86,,
1997-09-10,11.71,,
1997-09-11,11.59,,
1997-09-12,11.62,,
1997-09-15,11.68,,
1997-09-16,11.92,,
1997-09-17,11.89,,
1997-09-18,12.1,,
1997-09-19,12.25,,
1997-09-22,12.01,,
1997-09-23,11.89,,
1997-09-24,12.19,,
1997-09-25,12.25,,
1997-09-26,12.22,,
1997-09-29,12.45,,
1997-09-30,12.42,,
1997-10-01,12.45,,
1997-10-02,12.63,,
1997-10-03,12.84,,
1997-10-06,14.19,,
1997-10-07,14.13,,
1997-10-08,13.98,,
1997-10-09,13.86,,
1997-10-10,13.77,,
1997-10-13,13.89,,
1997-10-14,13.8,,
1997-10-15,13.53,,
1997-10-16,13.77,,
1997-10-17,13.77,,
1997-10-20,13.86,,
1997-10-21,13.95,,
1997-10-22,14.1,,
1997-10-23,13.92,,
1997-10-24,14.01,,
1997-10-27,13.23,,
1997-10-28,13.35,,
1997-10-29,13.47,,
1997-10-30,13.29,,
1997-10-31,13.32,,
1997-11-03,13.62,,
1997-11-04,13.62,,
1997-11-05,13.77,,
1997-11-06,13.89,,
1997-11-07,13.68,,
1997-11-10,13.8,,
1997-11-11,14.01,,
1997-11-12,13.86,,
1997-11-13,13.74,,
1997-11-14,13.77,,
1997-11-17,13.77,,
1997-11-18,13.8,,
1997-11-19,13.86,,
1997-11-20,14.22,,
1997-11-21,14.37,,
1997-11-24,14.28,,
1997-11-25,14.37,,
1997-11-26,14.16,,
1997-11-28,14.19,,
1997-12-01,14.1,,
1997-12-02,14.13,,
1997-12-03,14.25,,
1997-12-04,14.28,,
1997-12-05,14.49,,
1997-12-08,14.52,,
1997-12-09,14.46,,
1997-12-10,14.37,,
1997-12-11,14.31,,
1997-12-12,14.16,,
1997-12-15,14.25,,
1997-12-16,14.19,,
1997-12-17,14.13,,
1997-12-18,14.01,,
1997-12-19,13.98,,
1997-12-22,14.07,,
1997-12-23,13.83,,
1997-12-24,13.74,,
1997-12-26,13.77,,
1997-12-29,13.95,,
1997-12-30,13.98,,
1997-12-31,14.04,,
1998-01-02,13.95,,
1998-01-05,13.8,,
1998-01-06,13.29,,
1998-01-07,13.23,,
1998-01-08,12.9,,
1998-01-09,12.45,,
1998-01-12,12.36,,
1998-01-13,12.72,,
1998-01-14,12.84,,
1998-01-15,12.93,,
1998-01-16,13.08,,
1998-01-20,12.99,,
1998-01-21,12.96,,
1998-01-22,12.6,,
1998-01-23,12.22,,
1998-01-26,12.25,,
1998-01-27,12.31,,
1998-01-28,12.16,,
1998-01-29,12.25,,
1998-01-30,12.22,,
1998-02-02,12.25,,
1998-02-03,12.36,,
1998-02-04,12.39,,
1998-02-05,12.39,,
1998-02-06,12.51,,
1998-02-09,12.36,,
1998-02-10,12.42,,
1998-02-11,12.36,,
1998-02-12,12.34,,
1998-02-13,12.36,,
1998-02-17,12.45,,
1998-02-18,12.51,,
1998-02-19,12.04,,
1998-02-20,12.13,,
1998-02-23,12.01,,
1998-02-24,12.04,,
1998-02-25,11.92,,
1998-02-26,12.04,,
1998-02-27,12.25,,
1998-03-02,12.22,,
1998-03-03,12.39,,
1998-03-04,12.51,,
1998-03-05,12.57,,
1998-03-06,12.36,,
1998-03-09,12.13,,
1998-03-10,12.45,,
1998-03-11,12.63,,
1998-03-12,12.93,,
1998-03-13,13.02,,
1998-03-16,13.32,,
1998-03-17,13.26,,
1998-03-18,13.53,,
1998-03-19,13.53,,
